kod_chu,DRUH,ID_IND,KLIC,ROK,POLE,NAZEV_LOK,ID_ND_AKCE,ID_ND_LOK,HOD_IND,TYP_IND,LIM_IND,JEDNOTKA,LIM_INDLIST,STAV_IND,UROVEN,IND_GRP,CILMON_CHU
CZ0214017,Myotis myotis,POP_PRESENCE,ano,"2014, 2012, 2022, 2013, 2019, 2026, 2015, 2024, 2021, 2025, 2023, 2020, 2017","6050d, 96,""6050b"", 6050b, 6051a, 6051c, 9,""6050b""","3. štola u trati, 6050, Alkazar, Alkazar - Kozel, Amerika II., Aragonitová jeskyně, Barrandova jeskyně, Beranův lom - štola, Budňany - Rudolfka, Budňany - sklep pod konírnou na hradě Karlštejn, Chlum, Chlumské jeskyně, Devítikorunová jeskyně, Drahuščina štola, Gaislerova štola, Gaislerova štola, Liščí lom, Hostim u Berouna, Hostim u Berouna - lom Alkazar, Hostim u Berouna - lom Alkazar prostřední štola (štola B), Hostim, štola Alkazar východ, Hostim, štola Alkazar západ, Houmelesí štola, Houmelesí štoly, JK10, JK23, Jeskyně Arnoldka, Jeskyně Dynamitka, Jeskyně Marie, Jeskyně Metro, Jeskyně Nad Kačákem, Kadidelnice, Karlštejn, Karlštejn - hrad Císařský palác, Karlštejn - hradní studna, Korno - Podtraťová jeskyně, Kostelík, Kostelík - jeskyně, Kozel, Kruhová pec v Tomáškově lomu, Krápníková jeskyně v Šanově koutě, Loděnice, Lom Alkazar, Malá Amerika, Malá Romanovského, Malá Romanovského štola, Marie, Metro, Modlitebna – štola, NPR Koda - Kodská jeskyně, Na Jarnici, Na Jarnici - štola, Palachova propast, Podtraťová jeskyně - Korno, Poučník, Na Vanovicích, Myší rokle, Propast Čeřinka, Průtahová štola, Romanovského štola, Rudolfova jeskyně, Rybízový lom - pravá štola, Sedmisálová jeskyně, Srbsko - lom Alkazar, Srbsko u Karlštejna, Srbsko u Karlštejna - Chlumské jeskyně, Srbské jeskyně, Srbské jeskyně a jeskyně Netopýrka, Stará Aragonitka, Stará aragonitová jeskyně, Studna - hrad Karlštejn, Svatý Jan pod Skalou - klášter půda, Svatý Jan pod Skalou - půda kostela, Svatý Jan pod skalou - sklepy v klášteře, Svážná Rešna, Terasová jeskyně, Tetínská chodba, Tetínská propástka II, Tetínská propástka II., Tomáškova propast, Troj-štolí, V Kodském polesí, Velikonoční štola, bývalá kotelna kláštera, jeskyně Arnoldka, jeskyně Dynamitka, jeskyně Kostelík, jeskyně Kádelnice, jeskyně Metro, jeskyně Na Jarnici, jeskyně Nad Kačákem, jeskyně V Kodském polesí, kruhová pec v Tomáškově lomu, levá štola v lomu Rybízák, pravá štola v lomu Rybízák, propast Amerika II., propast Čeřinka, Černý lom - chodba, Štola v Tetínské rokli, Štola v rokli, Štola za trafačkou v Tomáškově lomu, Štoly v lomu Alkazar - levá, štola Alkazar západ, štola Modlitebna, štola v Beranově lomu, štola v Tetínské rokli, štola za trafačkou v Tomáškově lomu, štoly v lomu Kozel - Alkazar","9371160, 9012280, 12042196, 9371164, 9371168, 9371173, 9371179, 8902940, 9371182, 10580551, 15534170, 9649231, 9371225, 12800850, 9371211, 9371215, 11309016, 13440834, 12036136, 15314217, 13772046, 13772047, 8522427, 9371219, 15546613, 12746998, 12747161, 15555330, 8902939, 8534312, 9544918, 9544989, 8902937, 9371256, 9371260, 13057185, 10992775, 15547125, 9371268, 8902936, 9649206, 9649235, 9371274, 15546216, 15620926, 12983493, 12983909, 12983912, 12246778, 9371281, 15540581, 9371285, 9371289, 9545172, 15546616, 9371294, 9544996, 9371312, 13455658, 9377719, 9544884, 9371325, 9371329, 9371333, 8902945, 9371338, 9371343, 11660961, 11257156, 15546612, 10087398, 9806681, 15555328, 9544878, 8902943, 9371347, 11954535, 11193269, 13446503, 15540575, 9371383, 11297376, 9371391, 8903279, 9371395, 15540584, 8522468, 9371408, 9371417, 9172899, 9371156, 9371237, 13444849, 15540590, 15543127, 15546242, 9371242, 11743504, 15540586, 13444840, 11299738, 15540583, 15555329, 12227893, 9371374, 9371370, 9371378, 10851016, 15532022, 15540576, 11298159, 13445938, 15540585, 15543125","5668014, 998160, 8751395, 5668015, 5668016, 5668018, 5668019, 5062322, 6839204, 6063083, 5382358, 5668034, 5517096, 5668029, 5668030, 7778940, 10668629, 1848161, 12696213, 10809080, 10809081, 5062687, 998568, 9560245, 9560297, 998515, 5062320, 5069000, 5068733, 5068732, 5062318, 5668045, 1003762, 998538, 5496625, 5668048, 5062316, 5382366, 5668050, 998605, 5382356, 9945131, 5901649, 5668052, 998545, 5668053, 5668054, 5834851, 1011259, 5668056, 5062333, 5668062, 10693594, 5671575, 5068730, 5668066, 5668067, 5668068, 5062341, 5668072, 8180787, 7629361, 5496630, 5062686, 998567, 998583, 5062695, 5062336, 1003763, 5466818, 5517561, 5517399, 5668086, 998651, 5668088, 5062702, 5668089, 998615, 5062718, 5668097, 5517563, 5668013, 5668038, 998678, 998674, 998666, 998536, 5668039, 998624, 998609, 998542, 998543, 998544, 998527, 5517401, 5668083, 5668082, 5668084, 7163763, 12879952, 5517594, 998532, 998657, 998612, 998603",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,1
CZ0214017,Myotis myotis,CELKOVE_HODNOCENI,NA,"2014, 2012, 2022, 2013, 2019, 2026, 2015, 2024, 2021, 2025, 2023, 2020, 2017","6050d, 96,""6050b"", 6050b, 6051a, 6051c, 9,""6050b""","3. štola u trati, 6050, Alkazar, Alkazar - Kozel, Amerika II., Aragonitová jeskyně, Barrandova jeskyně, Beranův lom - štola, Budňany - Rudolfka, Budňany - sklep pod konírnou na hradě Karlštejn, Chlum, Chlumské jeskyně, Devítikorunová jeskyně, Drahuščina štola, Gaislerova štola, Gaislerova štola, Liščí lom, Hostim u Berouna, Hostim u Berouna - lom Alkazar, Hostim u Berouna - lom Alkazar prostřední štola (štola B), Hostim, štola Alkazar východ, Hostim, štola Alkazar západ, Houmelesí štola, Houmelesí štoly, JK10, JK23, Jeskyně Arnoldka, Jeskyně Dynamitka, Jeskyně Marie, Jeskyně Metro, Jeskyně Nad Kačákem, Kadidelnice, Karlštejn, Karlštejn - hrad Císařský palác, Karlštejn - hradní studna, Korno - Podtraťová jeskyně, Kostelík, Kostelík - jeskyně, Kozel, Kruhová pec v Tomáškově lomu, Krápníková jeskyně v Šanově koutě, Loděnice, Lom Alkazar, Malá Amerika, Malá Romanovského, Malá Romanovského štola, Marie, Metro, Modlitebna – štola, NPR Koda - Kodská jeskyně, Na Jarnici, Na Jarnici - štola, Palachova propast, Podtraťová jeskyně - Korno, Poučník, Na Vanovicích, Myší rokle, Propast Čeřinka, Průtahová štola, Romanovského štola, Rudolfova jeskyně, Rybízový lom - pravá štola, Sedmisálová jeskyně, Srbsko - lom Alkazar, Srbsko u Karlštejna, Srbsko u Karlštejna - Chlumské jeskyně, Srbské jeskyně, Srbské jeskyně a jeskyně Netopýrka, Stará Aragonitka, Stará aragonitová jeskyně, Studna - hrad Karlštejn, Svatý Jan pod Skalou - klášter půda, Svatý Jan pod Skalou - půda kostela, Svatý Jan pod skalou - sklepy v klášteře, Svážná Rešna, Terasová jeskyně, Tetínská chodba, Tetínská propástka II, Tetínská propástka II., Tomáškova propast, Troj-štolí, V Kodském polesí, Velikonoční štola, bývalá kotelna kláštera, jeskyně Arnoldka, jeskyně Dynamitka, jeskyně Kostelík, jeskyně Kádelnice, jeskyně Metro, jeskyně Na Jarnici, jeskyně Nad Kačákem, jeskyně V Kodském polesí, kruhová pec v Tomáškově lomu, levá štola v lomu Rybízák, pravá štola v lomu Rybízák, propast Amerika II., propast Čeřinka, Černý lom - chodba, Štola v Tetínské rokli, Štola v rokli, Štola za trafačkou v Tomáškově lomu, Štoly v lomu Alkazar - levá, štola Alkazar západ, štola Modlitebna, štola v Beranově lomu, štola v Tetínské rokli, štola za trafačkou v Tomáškově lomu, štoly v lomu Kozel - Alkazar","9371160, 9012280, 12042196, 9371164, 9371168, 9371173, 9371179, 8902940, 9371182, 10580551, 15534170, 9649231, 9371225, 12800850, 9371211, 9371215, 11309016, 13440834, 12036136, 15314217, 13772046, 13772047, 8522427, 9371219, 15546613, 12746998, 12747161, 15555330, 8902939, 8534312, 9544918, 9544989, 8902937, 9371256, 9371260, 13057185, 10992775, 15547125, 9371268, 8902936, 9649206, 9649235, 9371274, 15546216, 15620926, 12983493, 12983909, 12983912, 12246778, 9371281, 15540581, 9371285, 9371289, 9545172, 15546616, 9371294, 9544996, 9371312, 13455658, 9377719, 9544884, 9371325, 9371329, 9371333, 8902945, 9371338, 9371343, 11660961, 11257156, 15546612, 10087398, 9806681, 15555328, 9544878, 8902943, 9371347, 11954535, 11193269, 13446503, 15540575, 9371383, 11297376, 9371391, 8903279, 9371395, 15540584, 8522468, 9371408, 9371417, 9172899, 9371156, 9371237, 13444849, 15540590, 15543127, 15546242, 9371242, 11743504, 15540586, 13444840, 11299738, 15540583, 15555329, 12227893, 9371374, 9371370, 9371378, 10851016, 15532022, 15540576, 11298159, 13445938, 15540585, 15543125","5668014, 998160, 8751395, 5668015, 5668016, 5668018, 5668019, 5062322, 6839204, 6063083, 5382358, 5668034, 5517096, 5668029, 5668030, 7778940, 10668629, 1848161, 12696213, 10809080, 10809081, 5062687, 998568, 9560245, 9560297, 998515, 5062320, 5069000, 5068733, 5068732, 5062318, 5668045, 1003762, 998538, 5496625, 5668048, 5062316, 5382366, 5668050, 998605, 5382356, 9945131, 5901649, 5668052, 998545, 5668053, 5668054, 5834851, 1011259, 5668056, 5062333, 5668062, 10693594, 5671575, 5068730, 5668066, 5668067, 5668068, 5062341, 5668072, 8180787, 7629361, 5496630, 5062686, 998567, 998583, 5062695, 5062336, 1003763, 5466818, 5517561, 5517399, 5668086, 998651, 5668088, 5062702, 5668089, 998615, 5062718, 5668097, 5517563, 5668013, 5668038, 998678, 998674, 998666, 998536, 5668039, 998624, 998609, 998542, 998543, 998544, 998527, 5517401, 5668083, 5668082, 5668084, 7163763, 12879952, 5517594, 998532, 998657, 998612, 998603",dobrý,NA,NA,NA,NA,dobrý,chu,NA,1
CZ0214037,Myotis myotis,POP_PRESENCE,ano,2019,6050c,NPP Kotýz,"11459315, 11459316",1011594,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0214037,Myotis myotis,CELKOVE_HODNOCENI,NA,2019,6050c,NPP Kotýz,"11459315, 11459316",1011594,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0214042,Myotis myotis,POP_PRESENCE,ano,2016,6348d,Strašice v Brdech,"9806794, 9806863",6062645,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0214042,Myotis myotis,CELKOVE_HODNOCENI,NA,2016,6348d,Strašice v Brdech,"9806794, 9806863",6062645,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0214050,Myotis myotis,POP_PRESENCE,ano,2023,"17,""5857b"", 68,""5857d"", 79,""5858c"", 5858c, 5857b","NPR Kněžičky - transekt č. 1, NPR Kněžičky - transekt č. 2, NPR Kněžičky - transekt č. 3, NPR Kněžičky - transekt č. 4, NPR Kněžičky - transekt č. 5, NPR Kněžičky - transekt č. 6, NPR Kněžičky - transekt č. 7","12541256, 12556073, 12556075, 12541253, 12556077, 12541261, 12541255, 12556079","9354755, 9354759, 9354761, 9354765, 9354767, 9354769, 9354771",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0214050,Myotis myotis,CELKOVE_HODNOCENI,NA,2023,"17,""5857b"", 68,""5857d"", 79,""5858c"", 5858c, 5857b","NPR Kněžičky - transekt č. 1, NPR Kněžičky - transekt č. 2, NPR Kněžičky - transekt č. 3, NPR Kněžičky - transekt č. 4, NPR Kněžičky - transekt č. 5, NPR Kněžičky - transekt č. 6, NPR Kněžičky - transekt č. 7","12541256, 12556073, 12556075, 12541253, 12556077, 12541261, 12541255, 12556079","9354755, 9354759, 9354761, 9354765, 9354767, 9354769, 9354771",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0310014,Myotis myotis,POP_PRESENCE,ano,2015,7050a,EVL Libín,9822648,6077931,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0310014,Myotis myotis,CELKOVE_HODNOCENI,NA,2015,7050a,EVL Libín,9822648,6077931,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0310022,Myotis myotis,POP_PRESENCE,ano,2015,6651a,EVL Výří skály nad Otavou,9822650,6077935,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0310022,Myotis myotis,CELKOVE_HODNOCENI,NA,2015,6651a,EVL Výří skály nad Otavou,9822650,6077935,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0310163,Myotis myotis,POP_PRESENCE,ano,2015,7354a,NPR Žofínský prales,10144726,6376947,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0310163,Myotis myotis,CELKOVE_HODNOCENI,NA,2015,7354a,NPR Žofínský prales,10144726,6376947,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0312038,Myotis myotis,POP_PRESENCE,ano,2015,6954a,Lomnický velký rybník,9667854,5934698,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0312038,Myotis myotis,CELKOVE_HODNOCENI,NA,2015,6954a,Lomnický velký rybník,9667854,5934698,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0312048,Myotis myotis,POP_PRESENCE,ano,2015,7054b,EVL Štičí rybník,9826873,6082697,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0312048,Myotis myotis,CELKOVE_HODNOCENI,NA,2015,7054b,EVL Štičí rybník,9826873,6082697,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0313101,Myotis myotis,POP_PRESENCE,ano,2015,"72,""6856d""",EVL Krvavý a Kačležský rybník,9826868,6082691,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0313101,Myotis myotis,CELKOVE_HODNOCENI,NA,2015,"72,""6856d""",EVL Krvavý a Kačležský rybník,9826868,6082691,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0313635,Myotis myotis,POP_PRESENCE,ano,"2021, 2024",6951a,"EVL Kratochvíle - zámek, Netolice - zámek Kratochvíle","11777769, 14119402","9561108, 5094361",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0313635,Myotis myotis,CELKOVE_HODNOCENI,NA,"2021, 2024",6951a,"EVL Kratochvíle - zámek, Netolice - zámek Kratochvíle","11777769, 14119402","9561108, 5094361",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0314022,Myotis myotis,POP_PRESENCE,ano,2012,"96,""7353b""",7353,9012856,5048125,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0314022,Myotis myotis,CELKOVE_HODNOCENI,NA,2012,"96,""7353b""",7353,9012856,5048125,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0314023,Myotis myotis,POP_PRESENCE,ano,2012,"96,""7055c""",7055,9012813,1001424,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0314023,Myotis myotis,CELKOVE_HODNOCENI,NA,2012,"96,""7055c""",7055,9012813,1001424,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0314024,Myotis myotis,POP_PRESENCE,ano,"2017, 2012, 2022, 2016, 2013, 2020, 2021, 2015, 2019, 2023","6847c, 96,""6744c"", 96,""6745a"", 96,""6746d"", 96,""6845a"", 96,""6846d"", 96,""6847d"", 6847d, 96,""6947a"", 96,""6948d"", 96,""6949c"", 96,""7048d"", 96,""7049c"", 96,""7050c"", 96,""7250c"", 96,""7350c"", 84,""7050c"", 7149c, 7049a, 7048b, 99,""7048b"", 92,""6948c"", 34,""7048d"", 6949c, 6846d, 6744b, 6946a","341 92 Kašperské Hory, Kašperské Hory, Regio Plzeň CZ, 6744, 6745, 6746, 6845, 6846, 6847, 6847-344, 6847-433, 6947, 6948, 6949, 7048, 7049, 7050, 7250, 7350, Amálino údolí, Amálino údolí - štola Bedřich, Amálino údolí - štola II, Amálino údolí - štola Kristýna, Amálino údolí - štola Myší díra, Amálino údolí - štola U silnice, Amálino údolí - štola Veřejné záchodky, Amálino údolí - štola Vlevo, Czech Republic -Kašperské Hory, EVL Šumava (projekt JCK), Jelení vrchy - Schwarzenbergský kanál, Klatovy, Krkonošská národní park, CZ-PK, CZ, Krejčovice - štola, Krejčovice, PP Soutok - štola, NPR Boubínský prales, NPR Boubínský prales 2424, PP Jilmová skála 934, PR Amálino údolí, západní část., PR Milešický prales 1154, PR Radost 3370, PR Zátoňská hora 1148, PR Čertova stráň 1598, Stodůlky - štola, Svatá Kateřina - štola, U kapličky - štola, Červená 18, 341 92 Kašperské Hory, Česko, Ždanidla","10287542, 9012599, 9012600, 9012601, 9012624, 9012625, 9012626, 12515102, 12515097, 9012782, 9012783, 9012784, 9012808, 9012809, 9012810, 9012843, 9012853, 8917826, 8524730, 8524763, 8524794, 8524814, 8525217, 8525219, 8525220, 10286780, 10286782, 9150563, 8524773, 8524775, 10287545, 10287546, 8524785, 8193779, 11296510, 11296505, 11296506, 11296507, 11770069, 11770071, 11770074, 9634515, 11281422, 10983652, 11770061, 11281394, 11281398, 8524838, 8525214, 8525216, 10287539, 12747529","6559044, 5047941, 5047942, 1850846, 1777147, 1349738, 1350058, 7038450, 8155972, 1777747, 1802351, 1809426, 1777172, 1777613, 1777449, 1305347, 1778003, 5385666, 5063963, 5063990, 5064005, 5064019, 5064297, 5064299, 5064300, 6558292, 5496480, 5063995, 6559047, 5064000, 4974207, 7672778, 6823365, 7581223, 5903485, 7656354, 7282245, 7966679, 7656308, 5064045, 5064294, 5064296, 6559041, 9561066",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0314024,Myotis myotis,CELKOVE_HODNOCENI,NA,"2017, 2012, 2022, 2016, 2013, 2020, 2021, 2015, 2019, 2023","6847c, 96,""6744c"", 96,""6745a"", 96,""6746d"", 96,""6845a"", 96,""6846d"", 96,""6847d"", 6847d, 96,""6947a"", 96,""6948d"", 96,""6949c"", 96,""7048d"", 96,""7049c"", 96,""7050c"", 96,""7250c"", 96,""7350c"", 84,""7050c"", 7149c, 7049a, 7048b, 99,""7048b"", 92,""6948c"", 34,""7048d"", 6949c, 6846d, 6744b, 6946a","341 92 Kašperské Hory, Kašperské Hory, Regio Plzeň CZ, 6744, 6745, 6746, 6845, 6846, 6847, 6847-344, 6847-433, 6947, 6948, 6949, 7048, 7049, 7050, 7250, 7350, Amálino údolí, Amálino údolí - štola Bedřich, Amálino údolí - štola II, Amálino údolí - štola Kristýna, Amálino údolí - štola Myší díra, Amálino údolí - štola U silnice, Amálino údolí - štola Veřejné záchodky, Amálino údolí - štola Vlevo, Czech Republic -Kašperské Hory, EVL Šumava (projekt JCK), Jelení vrchy - Schwarzenbergský kanál, Klatovy, Krkonošská národní park, CZ-PK, CZ, Krejčovice - štola, Krejčovice, PP Soutok - štola, NPR Boubínský prales, NPR Boubínský prales 2424, PP Jilmová skála 934, PR Amálino údolí, západní část., PR Milešický prales 1154, PR Radost 3370, PR Zátoňská hora 1148, PR Čertova stráň 1598, Stodůlky - štola, Svatá Kateřina - štola, U kapličky - štola, Červená 18, 341 92 Kašperské Hory, Česko, Ždanidla","10287542, 9012599, 9012600, 9012601, 9012624, 9012625, 9012626, 12515102, 12515097, 9012782, 9012783, 9012784, 9012808, 9012809, 9012810, 9012843, 9012853, 8917826, 8524730, 8524763, 8524794, 8524814, 8525217, 8525219, 8525220, 10286780, 10286782, 9150563, 8524773, 8524775, 10287545, 10287546, 8524785, 8193779, 11296510, 11296505, 11296506, 11296507, 11770069, 11770071, 11770074, 9634515, 11281422, 10983652, 11770061, 11281394, 11281398, 8524838, 8525214, 8525216, 10287539, 12747529","6559044, 5047941, 5047942, 1850846, 1777147, 1349738, 1350058, 7038450, 8155972, 1777747, 1802351, 1809426, 1777172, 1777613, 1777449, 1305347, 1778003, 5385666, 5063963, 5063990, 5064005, 5064019, 5064297, 5064299, 5064300, 6558292, 5496480, 5063995, 6559047, 5064000, 4974207, 7672778, 6823365, 7581223, 5903485, 7656354, 7282245, 7966679, 7656308, 5064045, 5064294, 5064296, 6559041, 9561066",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0314123,Myotis myotis,POP_PRESENCE,ano,"2012, 2022","96,""7151d"", 7150b","7151, Boletice - rybník Koknerák","9012828, 11967007","1777358, 8639598",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0314123,Myotis myotis,CELKOVE_HODNOCENI,NA,"2012, 2022","96,""7151d"", 7150b","7151, Boletice - rybník Koknerák","9012828, 11967007","1777358, 8639598",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0314124,Myotis myotis,POP_PRESENCE,ano,"2012, 2013, 2020, 2025, 2024","96,""7051a"", 22,""7152a"", 7152a, 7152b, 7151c","7051, EVL Blanský les (projekt JCK), Jamné - 3 štoly v údolí Vltavy, Jamné - tři štoly v kaňonu Vltavy, Třísov - štola, Červený Dvůr, Chvalšiny","9012811, 9150602, 11290398, 15620448, 12801386, 14119112, 13394076, 13394077","1000466, 5496503, 6841234, 5067181, 9631121, 10614524",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0314124,Myotis myotis,CELKOVE_HODNOCENI,NA,"2012, 2013, 2020, 2025, 2024","96,""7051a"", 22,""7152a"", 7152a, 7152b, 7151c","7051, EVL Blanský les (projekt JCK), Jamné - 3 štoly v údolí Vltavy, Jamné - tři štoly v kaňonu Vltavy, Třísov - štola, Červený Dvůr, Chvalšiny","9012811, 9150602, 11290398, 15620448, 12801386, 14119112, 13394076, 13394077","1000466, 5496503, 6841234, 5067181, 9631121, 10614524",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0314126,Myotis myotis,POP_PRESENCE,ano,2012,"96,""6952d""",6952,9012787,1776940,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0314126,Myotis myotis,CELKOVE_HODNOCENI,NA,2012,"96,""6952d""",6952,9012787,1776940,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0314634,Myotis myotis,POP_PRESENCE,ano,"2025, 2024, 2023","6554d, 6555c","Chýnovská jeskyně, NPP Chýnovská jeskyně - vchod, NPP Chýnovská jeskyně - štola","15620552, 14035738, 12705422","5062276, 9484682, 9484678",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0314634,Myotis myotis,CELKOVE_HODNOCENI,NA,"2025, 2024, 2023","6554d, 6555c","Chýnovská jeskyně, NPP Chýnovská jeskyně - vchod, NPP Chýnovská jeskyně - štola","15620552, 14035738, 12705422","5062276, 9484682, 9484678",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0320023,Myotis myotis,POP_PRESENCE,ano,2019,6747b,Čepice,10575574,6856158,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0320023,Myotis myotis,CELKOVE_HODNOCENI,NA,2019,6747b,Čepice,10575574,6856158,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0320030,Myotis myotis,POP_PRESENCE,ano,2018,6542a,PR Starý Hirštejn,"10525377, 10525384",6824222,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0320030,Myotis myotis,CELKOVE_HODNOCENI,NA,2018,6542a,PR Starý Hirštejn,"10525377, 10525384",6824222,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0320037,Myotis myotis,POP_PRESENCE,ano,2012,"45,""6240d""",Na požárech 2,8516500,5059727,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0320037,Myotis myotis,CELKOVE_HODNOCENI,NA,2012,"45,""6240d""",Na požárech 2,8516500,5059727,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0320053,Myotis myotis,POP_PRESENCE,ano,2015,6048d,NPR Kohoutov,10144710,6376935,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0320053,Myotis myotis,CELKOVE_HODNOCENI,NA,2015,6048d,NPR Kohoutov,10144710,6376935,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0320140,Myotis myotis,POP_PRESENCE,ano,2015,"6447c, 6447d",Měcholupy u Blovic,"9639069, 9639071, 9639073, 9639074",5907216,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0320140,Myotis myotis,CELKOVE_HODNOCENI,NA,2015,"6447c, 6447d",Měcholupy u Blovic,"9639069, 9639071, 9639073, 9639074",5907216,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0320180,Myotis myotis,POP_PRESENCE,ano,"2012, 2018",6642b,"Horizontálka Česká studánka, PR Smrčí","8226622, 10542626","4995311, 6831055",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0320180,Myotis myotis,CELKOVE_HODNOCENI,NA,"2012, 2018",6642b,"Horizontálka Česká studánka, PR Smrčí","8226622, 10542626","4995311, 6831055",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0323143,Myotis myotis,POP_PRESENCE,ano,2015,6447a,EVL Blovice,9822647,6077930,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0323143,Myotis myotis,CELKOVE_HODNOCENI,NA,2015,6447a,EVL Blovice,9822647,6077930,dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0323151,Myotis myotis,POP_PRESENCE,ano,"2015, 2019","6341b, 6341c","Přimda - Václavský rybník, Rozvadov, Rybničná, Kateřinský potok, Svatá Kateřina u Rozvadova","9644357, 10855117, 9644361","5912920, 7168611, 5912921",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0323151,Myotis myotis,CELKOVE_HODNOCENI,NA,"2015, 2019","6341b, 6341c","Přimda - Václavský rybník, Rozvadov, Rybničná, Kateřinský potok, Svatá Kateřina u Rozvadova","9644357, 10855117, 9644361","5912920, 7168611, 5912921",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0323164,Myotis myotis,POP_PRESENCE,ano,2015,6747b,"Rabí - hráz rybníka, Rabí - u mysliveckého zařízení","10097309, 10097310","6337100, 6337101",ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
CZ0323164,Myotis myotis,CELKOVE_HODNOCENI,NA,2015,6747b,"Rabí - hráz rybníka, Rabí - u mysliveckého zařízení","10097309, 10097310","6337100, 6337101",dobrý,NA,NA,NA,NA,dobrý,chu,NA,0
CZ0323165,Myotis myotis,POP_PRESENCE,ano,2015,"32,""6442b""",EVL Radbuza,9826454,6082140,ano,val,ano,přítomnost druhu,ano,dobrý,chu,val,0
