kod_chu,DRUH,POSLEDNI_NALEZ
CZ0530146,Carabus variolosus,2023-06-08
CZ0530146,Castor fiber,2022-06-01
CZ0530146,Lutra lutra,2022-06-01
CZ0530146,Lynx lynx,2014-09-01
CZ0530146,Myotis bechsteinii,2011-12-21
CZ0530146,Myotis emarginatus,2020-02-22
CZ0530146,Myotis myotis,2022-03-05
CZ0530146,Rhinolophus hipposideros,2022-03-05
CZ0530149,Sanguisorba officinalis,2016-04-01
CZ0530174,Bombina bombina,2013-08-16
CZ0530174,Castor fiber,2021-05-06
CZ0530174,Lutra lutra,2024-04-27
CZ0530174,Lycaena dispar,2008-01-01
CZ0530174,Phengaris nausithous,2008-01-01
CZ0530174,Phengaris teleius,2008-01-01
CZ0530174,Sanguisorba officinalis,2026-03-08
CZ0530174,Succisa pratensis,2023-05-30
CZ0530174,Triturus cristatus,2006-06-11
CZ0530500,Barbastella barbastellus,2026-01-20
CZ0530500,Cucujus cinnaberinus,2025-09-16
CZ0530500,Lutra lutra,2004-01-01
CZ0530500,Lycaena dispar,2021-08-16
CZ0530500,Myotis bechsteinii,2022-01-21
CZ0530500,Myotis emarginatus,2023-02-04
CZ0530500,Myotis myotis,2026-01-20
CZ0530500,Rhinolophus hipposideros,2026-01-20
CZ0530500,Salmo trutta,2025-10-08
CZ0530500,Sanguisorba officinalis,2020-05-18
CZ0530501,Barbastella barbastellus,2021-02-15
CZ0530501,Myotis emarginatus,2015-05-01
CZ0530501,Myotis myotis,2015-05-01
CZ0530501,Phengaris nausithous,2013-07-23
CZ0530501,Sanguisorba officinalis,2015-05-19
CZ0530502,Lycaena dispar,2021-07-24
CZ0530503,Cucujus cinnaberinus,2021-05-30
CZ0530503,Lutra lutra,2012-03-01
CZ0530503,Salmo trutta,2019-08-06
CZ0530503,Sanguisorba officinalis,2008-08-27
CZ0530504,Hamatocaulis vernicosus,2001-01-01
CZ0530504,Phengaris nausithous,2025-07-06
CZ0530504,Phengaris teleius,2025-07-06
CZ0530504,Sanguisorba officinalis,2018-07-05
CZ0530504,Succisa pratensis,2018-05-29
CZ0532131,Cypripedium calceolus,2024-05-22
CZ0532132,Cypripedium calceolus,2023-05-07
CZ0532132,Dianthus lumnitzeri,2020-05-14
CZ0532132,Gentianella amarella,2001-01-01
CZ0532132,Sanguisorba officinalis,2021-05-14
CZ0533002,Bombina bombina,2025-07-05
CZ0533002,Sanguisorba officinalis,2011-05-04
CZ0533002,Triturus cristatus,2024-07-29
CZ0533005,Cucujus cinnaberinus,2019-05-07
CZ0533005,Osmoderma barnabita,2011-03-10
CZ0533012,Bombina bombina,2025-06-26
CZ0533012,Cobitis elongatoides,2023-05-23
CZ0533012,Lycaena dispar,2021-07-28
CZ0533012,Scardinius erythrophthalmus,2023-05-23
CZ0533012,Triturus cristatus,2025-06-26
CZ0533295,Bombina bombina,2009-07-04
CZ0533295,Cucujus cinnaberinus,2015-10-18
CZ0533295,Osmoderma barnabita,2022-07-01
CZ0533296,Bombina bombina,2025-05-28
CZ0533296,Leucorrhinia pectoralis,2020-06-26
CZ0533296,Triturus cristatus,2021-07-12
CZ0533297,Cucujus cinnaberinus,2015-07-23
CZ0533297,Hipparchia semele,1995-01-01
CZ0533297,Osmoderma barnabita,2015-07-23
CZ0533300,Barbastella barbastellus,2026-01-15
CZ0533300,Cucujus cinnaberinus,2021-06-22
CZ0533300,Myotis myotis,1993-01-01
CZ0533300,Osmoderma barnabita,2021-08-20
CZ0533300,Rhinolophus hipposideros,2026-01-15
CZ0533300,Sanguisorba officinalis,2006-09-15
CZ0533301,Abramis brama,2004-01-01
CZ0533301,Cottus gobio,2022-08-05
CZ0533301,Lampetra planeri,2023-10-15
CZ0533301,Phengaris nausithous,2022-07-20
CZ0533301,Salmo trutta,2021-06-08
CZ0533301,Sanguisorba officinalis,2009-09-15
CZ0533302,Barbastella barbastellus,2010-01-08
CZ0533302,Bombina bombina,2025-06-13
CZ0533302,Cucujus cinnaberinus,2021-05-10
CZ0533302,Lemna trisulca,2021-08-18
CZ0533302,Myotis emarginatus,2011-01-04
CZ0533302,Myotis myotis,1900-01-01
CZ0533302,Osmoderma barnabita,2021-07-15
CZ0533302,Rhinolophus hipposideros,2009-01-16
CZ0533302,Salmo trutta,2004-01-01
CZ0533302,Triturus cristatus,2019-06-14
CZ0533303,Abramis brama,2008-01-01
CZ0533303,Ameiurus melas,2024-10-15
CZ0533303,Ameiurus nebulosus,2024-10-15
CZ0533303,Barbastella barbastellus,2015-05-01
CZ0533303,Blicca bjoerkna,2008-01-01
CZ0533303,Castor fiber,2024-06-27
CZ0533303,Cobitis elongatoides,2013-09-06
CZ0533303,Cottus gobio,2022-10-05
CZ0533303,Lampetra planeri,2004-01-01
CZ0533303,Leuciscus aspius,2008-01-01
CZ0533303,Lutra lutra,2025-01-20
CZ0533303,Myotis myotis,2015-05-01
CZ0533303,Ophiogomphus cecilia,2023-08-14
CZ0533303,Phengaris nausithous,2023-07-19
CZ0533303,Salmo trutta,2021-08-12
CZ0533303,Sanguisorba officinalis,2018-06-14
CZ0533303,Scardinius erythrophthalmus,2019-11-05
CZ0533307,Osmoderma barnabita,2022-06-24
CZ0533307,Phengaris nausithous,2021-08-03
CZ0533307,Phengaris teleius,2021-08-03
CZ0533307,Sanguisorba officinalis,2022-08-03
CZ0533307,Succisa pratensis,2003-05-19
CZ0533308,Ameiurus nebulosus,2025-05-14
CZ0533308,Anisus vorticulus,2025-04-26
CZ0533308,Blicca bjoerkna,2016-11-01
CZ0533308,Bombina bombina,2025-06-10
CZ0533308,Cobitis elongatoides,2024-05-15
CZ0533308,Cobitis sp.,2015-05-01
CZ0533308,Cucujus cinnaberinus,2019-05-19
CZ0533308,Lemna trisulca,2019-10-03
CZ0533308,Leucorrhinia pectoralis,2019-08-11
CZ0533308,Lucanus cervus,2000-01-01
CZ0533308,Lutra lutra,2021-08-12
CZ0533308,Osmoderma barnabita,2014-05-20
CZ0533308,Phengaris nausithous,2021-08-15
CZ0533308,Rhodeus amarus,2016-11-01
CZ0533308,Sanguisorba officinalis,2024-08-28
CZ0533308,Scardinius erythrophthalmus,2025-09-03
CZ0533308,Succisa pratensis,2021-08-28
CZ0533309,Cucujus cinnaberinus,2022-07-22
CZ0533309,Osmoderma barnabita,2022-07-22
CZ0533310,Bombina bombina,2008-04-20
CZ0533310,Cucujus cinnaberinus,2021-05-24
CZ0533310,Osmoderma barnabita,2021-05-24
CZ0533310,Sanguisorba officinalis,2023-06-29
CZ0533310,Succisa pratensis,2008-07-02
CZ0533312,Bombina bombina,2025-06-21
CZ0533312,Sanguisorba officinalis,2005-06-23
CZ0533312,Triturus cristatus,2000-04-01
CZ0533314,Abramis brama,2004-01-01
CZ0533314,Barbastella barbastellus,2015-05-27
CZ0533314,Cottus gobio,2023-10-03
CZ0533314,Lampetra planeri,2023-10-02
CZ0533314,Lutra lutra,2018-12-19
CZ0533314,Myotis myotis,2015-05-27
CZ0533314,Salmo trutta,2018-10-03
CZ0533314,Sanguisorba officinalis,2016-06-18
CZ0533316,Bombina bombina,2025-06-25
CZ0533316,Cucujus cinnaberinus,2021-09-16
CZ0533316,Lycaena dispar,2007-08-18
CZ0533316,Myotis myotis,2008-05-15
CZ0533316,Osmoderma barnabita,2021-09-16
CZ0533316,Phengaris nausithous,2007-08-05
CZ0533316,Phengaris teleius,2007-08-05
CZ0533316,Sanguisorba officinalis,2021-06-09
CZ0533316,Unio crassus,2024-07-11
CZ0533501,Osmoderma barnabita,2025-08-05
CZ0533501,Sanguisorba officinalis,2021-06-09
CZ0533684,Myotis emarginatus,2020-01-31
CZ0533684,Rhinolophus hipposideros,2026-01-20
CZ0533685,Rhinolophus hipposideros,2025-08-12
CZ0533686,Barbastella barbastellus,2022-02-26
CZ0533686,Myotis bechsteinii,2020-02-29
CZ0533686,Myotis emarginatus,2022-02-26
CZ0533686,Myotis myotis,2022-02-26
CZ0533687,Myotis emarginatus,2024-01-13
CZ0533687,Myotis myotis,2025-01-03
CZ0533687,Myotis sp.,2016-02-11
CZ0533687,Rhinolophus hipposideros,2025-01-03
CZ0533688,Myotis bechsteinii,2021-02-04
CZ0533688,Myotis emarginatus,2025-01-18
CZ0533688,Myotis myotis,2025-01-18
CZ0533688,Rhinolophus hipposideros,2025-01-18
CZ0533691,Barbastella barbastellus,2022-01-21
CZ0533691,Myotis myotis,2015-02-11
CZ0533693,Myotis bechsteinii,2022-02-06
CZ0533693,Myotis emarginatus,2023-02-05
CZ0533693,Myotis myotis,2023-02-05
CZ0533693,Rhinolophus hipposideros,2023-02-05
CZ0533694,Myotis myotis,2023-06-27
CZ0533696,Bombina bombina,2025-07-22
CZ0533696,Cucujus cinnaberinus,2026-03-11
CZ0533696,Leucorrhinia pectoralis,2012-05-30
CZ0533696,Lutra lutra,2025-02-21
CZ0533696,Myotis myotis,2014-09-04
CZ0533696,Osmoderma barnabita,2023-08-02
CZ0533696,Phengaris nausithous,2022-07-31
CZ0533696,Sanguisorba officinalis,2016-06-21
CZ0533696,Triturus cristatus,2025-06-26
CZ0533697,Bombina bombina,2025-06-21
CZ0533697,Triturus cristatus,2013-07-09
CZ0533698,Ameiurus nebulosus,2004-01-01
CZ0533698,Blicca bjoerkna,2004-01-01
CZ0533698,Bombina bombina,2002-07-01
CZ0533698,Cobitis elongatoides,2024-08-29
CZ0533698,Cucujus cinnaberinus,2022-02-10
CZ0533698,Lemna trisulca,2014-05-19
CZ0533698,Myotis myotis,2010-07-20
CZ0533698,Osmoderma barnabita,2022-02-10
CZ0533698,Phengaris nausithous,2021-08-16
CZ0533698,Rhinolophus hipposideros,2006-09-20
CZ0533698,Rhodeus amarus,2008-09-22
CZ0533698,Sanguisorba officinalis,2023-06-05
CZ0533698,Scardinius erythrophthalmus,2004-01-01
CZ0533702,Hamatocaulis vernicosus,2023-09-28
CZ0533702,Phengaris nausithous,2019-07-15
CZ0533702,Phengaris teleius,2019-07-15
CZ0533702,Sanguisorba officinalis,2022-06-03
CZ0533702,Succisa pratensis,2022-06-03
CZ0533702,Vertigo geyeri,2024-05-22
CZ0534050,Bombina bombina,2025-09-20
CZ0534050,Coleanthus subtilis,2023-06-01
CZ0534050,Lemna trisulca,2021-08-30
CZ0534050,Leucorrhinia pectoralis,2023-07-06
CZ0534051,Lycaena dispar,2024-07-18
CZ0534051,Phengaris nausithous,2024-07-18
CZ0534051,Phengaris teleius,2021-07-17
CZ0534051,Sanguisorba officinalis,2024-08-15
CZ0534052,Abramis brama,2004-01-01
CZ0534052,Blicca bjoerkna,2004-01-01
CZ0534052,Castor fiber,2024-12-03
CZ0534052,Cucujus cinnaberinus,2021-07-27
CZ0534052,Leuciscus aspius,2004-01-01
CZ0534052,Lutra lutra,2020-12-27
CZ0534052,Ophiogomphus cecilia,2019-07-23
CZ0534052,Rhodeus amarus,2008-09-15
CZ0534052,Salmo trutta,2004-01-01
CZ0534052,Sanguisorba officinalis,2023-05-09
CZ0534052,Scardinius erythrophthalmus,2014-09-17
CZ0534052,Unio crassus,2025-09-09
CZ0534053,Cottus gobio,2023-10-15
CZ0534053,Cucujus cinnaberinus,2022-08-02
CZ0534053,Lampetra planeri,2018-10-17
CZ0534053,Lutra lutra,2026-01-16
CZ0534053,Myotis myotis,2018-09-08
CZ0534053,Osmoderma barnabita,2018-08-27
CZ0534053,Phengaris nausithous,2012-08-11
CZ0534053,Rhodeus amarus,2022-08-01
CZ0534053,Rumex sp.,2008-07-02
CZ0534053,Salmo trutta,2022-10-26
CZ0534053,Sanguisorba officinalis,2021-08-11
CZ0534053,Succisa pratensis,2019-06-20
CZ0534054,Bombina bombina,2021-04-17
CZ0534054,Hamatocaulis vernicosus,2025-05-09
CZ0534054,Leucorrhinia pectoralis,2021-06-11
CZ0534054,Lutra lutra,2026-03-05
CZ0534054,Lycaena dispar,2022-08-06
CZ0534054,Myotis myotis,2022-08-25
CZ0534054,Phengaris nausithous,2024-07-23
CZ0534054,Phengaris teleius,2019-07-20
CZ0534054,Salmo trutta,2002-08-01
CZ0534054,Sanguisorba officinalis,2021-04-26
CZ0534054,Succisa pratensis,2021-04-26
CZ0534054,Triturus cristatus,2021-08-20
CZ0534054,Vertigo geyeri,2014-06-13
CZ0534055,Barbastella barbastellus,2023-08-21
CZ0534055,Hamatocaulis vernicosus,2025-05-09
CZ0534055,Lutra lutra,2025-02-08
CZ0534055,Myotis myotis,2023-07-05
CZ0534055,Myotis sp.,2023-07-04
CZ0534055,Phengaris nausithous,2021-07-19
CZ0534055,Phengaris teleius,2025-07-13
CZ0534055,Sanguisorba officinalis,2022-05-31
CZ0534055,Succisa pratensis,2022-05-31
CZ0534055,Vertigo geyeri,2022-09-24
CZ0537011,Bombina bombina,2023-04-21
CZ0537011,Castor fiber,2021-11-19
CZ0537011,Lemna trisulca,2023-06-06
CZ0537011,Lucanus cervus,2023-06-04
CZ0537011,Phengaris nausithous,2023-07-31
CZ0537011,Phengaris teleius,2021-07-29
CZ0537011,Sanguisorba officinalis,2023-06-06
CZ0537011,Scardinius erythrophthalmus,2024-09-19
CZ0610003,Barbastella barbastellus,2015-08-18
CZ0610003,Lutra lutra,2004-01-01
CZ0610003,Myotis bechsteinii,2015-08-18
CZ0610003,Phengaris nausithous,1995-01-01
CZ0610005,Barbastella barbastellus,2001-02-14
CZ0610005,Cypripedium calceolus,2024-05-21
CZ0610005,Myotis emarginatus,2023-01-31
CZ0610005,Myotis myotis,2023-01-31
CZ0610005,Phengaris nausithous,2005-07-28
CZ0610005,Rhinolophus hipposideros,2026-01-14
CZ0610022,Phengaris nausithous,2011-08-14
CZ0610022,Phengaris teleius,2011-08-14
CZ0610022,Sanguisorba officinalis,2017-06-28
CZ0610022,Succisa pratensis,2017-06-28
CZ0610025,Cucujus cinnaberinus,2024-12-22
CZ0610025,Euplagia quadripunctaria,2014-07-31
CZ0610029,Leucorrhinia pectoralis,2024-05-25
CZ0610030,Anodonta sp.,2022-06-17
CZ0610030,Bombina bombina,2020-06-21
CZ0610030,Lutra lutra,2025-09-10
CZ0610030,Sanguisorba officinalis,2013-05-22
CZ0610056,Euplagia quadripunctaria,2024-08-24
CZ0610056,Lycaena dispar,2021-08-30
CZ0610056,Myotis emarginatus,2014-05-11
CZ0610056,Myotis myotis,2014-08-08
CZ0610056,Phengaris nausithous,2007-07-27
CZ0610056,Pulsatilla grandis,2025-04-06
CZ0610145,Castor fiber,2025-10-08
CZ0610145,Lutra lutra,2010-03-01
CZ0610145,Succisa pratensis,2015-06-09
CZ0610159,Barbastella barbastellus,2013-08-02
CZ0610159,Cucujus cinnaberinus,2022-05-07
CZ0610159,Dicranum viride,2023-11-19
CZ0610159,Hipparchia semele,2004-07-01
CZ0610159,Myotis bechsteinii,2015-05-22
CZ0610159,Osmoderma barnabita,2022-07-22
CZ0610170,Abramis brama,2021-08-09
CZ0610170,Barbastella barbastellus,2013-09-20
CZ0610170,Hamatocaulis vernicosus,2012-05-03
CZ0610170,Leuciscus aspius,2021-08-09
CZ0610170,Lutra lutra,2005-05-16
CZ0610170,Salmo trutta,2007-01-01
CZ0610170,Scardinius erythrophthalmus,2021-08-09
CZ0610170,Succisa pratensis,2022-06-09
CZ0610175,Lutra lutra,2010-03-01
CZ0610179,Barbastella barbastellus,2021-02-02
CZ0610179,Castor fiber,2025-10-03
CZ0610179,Cucujus cinnaberinus,2022-10-30
CZ0610179,Euplagia quadripunctaria,2011-08-17
CZ0610179,Lutra lutra,2013-02-01
CZ0610179,Lycaena dispar,2022-08-19
CZ0610179,Myotis bechsteinii,2016-02-05
CZ0610179,Myotis emarginatus,2011-07-14
CZ0610179,Myotis myotis,2025-01-29
CZ0610179,Osmoderma barnabita,2021-07-05
CZ0610179,Rhinolophus hipposideros,2025-01-29
CZ0610179,Sanguisorba officinalis,2025-08-20
CZ0610401,Barbastella barbastellus,2022-09-09
CZ0610401,Cucujus cinnaberinus,2024-11-10
CZ0610401,Dicranum viride,2020-11-06
CZ0610401,Myotis alcathoe/emarginatus,2015-07-04
CZ0610401,Myotis bechsteinii,2022-09-09
CZ0610401,Myotis myotis,2022-09-09
CZ0610412,Myotis myotis,2013-09-22
CZ0610412,Rumex sp.,2023-08-17
CZ0610512,Abramis brama,2004-01-01
CZ0610512,Bombina bombina,2024-06-05
CZ0610512,Hipparchia semele,2004-07-01
CZ0610512,Leuciscus aspius,2004-01-01
CZ0610512,Scardinius erythrophthalmus,2004-01-01
CZ0610512,Unio crassus,2022-07-27
CZ0610513,Phengaris nausithous,2018-07-15
CZ0610513,Sanguisorba officinalis,2022-06-01
CZ0610513,Succisa pratensis,2010-06-24
CZ0610514,Leucorrhinia pectoralis,2021-06-11
CZ0610514,Sanguisorba officinalis,2009-07-19
CZ0610514,Succisa pratensis,2020-08-20
CZ0610514,Triturus cristatus,2022-06-30
CZ0610515,Gentianella praecox subsp. bohemica,2023-08-25
CZ0610516,Ameiurus melas,2024-08-20
CZ0610516,Ameiurus nebulosus,2024-08-20
CZ0610516,Phengaris nausithous,2021-08-06
CZ0610516,Sanguisorba officinalis,2021-06-16
CZ0610516,Succisa pratensis,2021-06-16
CZ0610517,Ameiurus melas,2024-10-02
CZ0610517,Ameiurus nebulosus,2024-10-02
CZ0610517,Canis lupus,2024-07-17
CZ0610517,Lutra lutra,2018-04-01
CZ0610517,Phengaris nausithous,2022-07-27
CZ0610517,Phengaris teleius,2018-04-01
CZ0610517,Rumex sp.,2016-05-01
CZ0610517,Salmo trutta,2004-01-01
CZ0610517,Sanguisorba officinalis,2022-09-21
CZ0610517,Succisa pratensis,2022-09-21
CZ0610517,Triturus cristatus,2025-05-03
CZ0610518,Hamatocaulis vernicosus,2001-01-01
CZ0610518,Lycaena dispar,2009-06-17
CZ0610519,Lutra lutra,2025-01-03
CZ0610519,Scardinius erythrophthalmus,2022-07-19
CZ0610519,Succisa pratensis,2001-07-01
CZ0610519,Triturus cristatus,2013-04-19
CZ0612133,Cypripedium calceolus,2024-05-21
CZ0612134,Coleanthus subtilis,2024-05-28
CZ0612135,Bombina bombina,2015-07-15
CZ0612135,Coleanthus subtilis,2025-06-04
CZ0612135,Lutra lutra,2015-05-25
CZ0612135,Succisa pratensis,2025-06-04
CZ0612136,Lycaena dispar,2010-03-01
CZ0612136,Pulsatilla grandis,2025-03-08
CZ0612137,Bombina bombina,2025-06-24
CZ0612137,Coleanthus subtilis,2024-06-06
CZ0612137,Phengaris nausithous,2022-07-20
CZ0612139,Coleanthus subtilis,2024-05-23
CZ0612139,Hamatocaulis vernicosus,2001-01-01
CZ0612139,Leucorrhinia pectoralis,2019-06-14
CZ0612139,Lutra lutra,2025-04-05
CZ0612139,Myotis bechsteinii,2015-07-31
CZ0612139,Myotis myotis,2015-07-31
CZ0612139,Phengaris nausithous,2010-03-01
CZ0612139,Sanguisorba officinalis,2010-06-11
CZ0612139,Succisa pratensis,2022-05-24
CZ0612140,Bombina bombina,2019-06-16
CZ0612140,Coleanthus subtilis,2024-06-04
CZ0612140,Lutra lutra,2015-09-17
CZ0612140,Sanguisorba officinalis,2012-08-08
CZ0612140,Succisa pratensis,2012-08-08
CZ0612141,Lycaena dispar,2010-03-01
CZ0612141,Pulsatilla grandis,2024-03-26
CZ0612143,Coleanthus subtilis,2025-06-04
CZ0612145,Bombina bombina,2019-04-01
CZ0612145,Castor fiber,2025-05-24
CZ0612145,Coleanthus subtilis,2024-06-04
CZ0612145,Lutra lutra,2011-05-06
CZ0612145,Lycaena dispar,2011-08-16
CZ0612145,Myotis emarginatus,2015-09-15
CZ0612145,Succisa pratensis,2012-05-13
CZ0612147,Lycaena dispar,2010-03-01
CZ0612147,Pulsatilla grandis,2023-04-12
CZ0612149,Cerambyx cerdo,2021-10-31
CZ0612149,Dianthus moravicus,2024-06-06
CZ0612149,Euplagia quadripunctaria,2010-03-01
CZ0612149,Osmoderma barnabita,2021-10-31
CZ0613002,Barbastella barbastellus,2025-07-02
CZ0613002,Cucujus cinnaberinus,2020-09-10
CZ0613002,Dicranum viride,2023-12-19
CZ0613002,Myotis myotis,2014-06-07
CZ0613002,Osmoderma barnabita,2014-06-17
CZ0613003,Bombina bombina,2025-09-15
CZ0613003,Leucorrhinia pectoralis,2006-06-01
CZ0613003,Lutra lutra,2019-04-27
CZ0613003,Lycaena dispar,2022-06-30
CZ0613003,Myotis bechsteinii,2002-01-01
CZ0613003,Myotis sp.,2018-08-29
CZ0613003,Triturus cristatus,2025-07-27
CZ0613004,Abramis brama,2010-10-07
CZ0613004,Cottus gobio,2023-10-25
CZ0613004,Lampetra planeri,2000-01-01
CZ0613004,Lutra lutra,2016-10-19
CZ0613004,Phengaris nausithous,2025-08-08
CZ0613004,Salmo trutta,2022-10-27
CZ0613004,Sanguisorba officinalis,2020-06-22
CZ0613005,Abramis brama,2025-08-12
CZ0613005,Cottus gobio,2025-08-12
CZ0613005,Lampetra planeri,2021-08-13
CZ0613005,Lutra lutra,2015-05-17
CZ0613005,Salmo trutta,2021-08-13
CZ0613005,Scardinius erythrophthalmus,2021-08-13
CZ0613005,Unio crassus,2023-10-28
CZ0613009,Gentianella amarella,2008-09-23
CZ0613009,Phengaris nausithous,2021-07-15
CZ0613009,Salmo trutta,2021-04-21
CZ0613009,Sanguisorba officinalis,2022-09-13
CZ0613010,Cottus gobio,2013-09-24
CZ0613010,Phengaris nausithous,2019-07-29
CZ0613010,Salmo trutta,2021-06-15
CZ0613010,Sanguisorba officinalis,2012-07-18
CZ0613012,Phengaris nausithous,2025-06-01
CZ0613012,Phengaris teleius,2010-08-04
CZ0613012,Sanguisorba officinalis,2025-05-07
CZ0613013,Ameiurus melas,2024-07-10
CZ0613013,Ameiurus nebulosus,2024-07-10
CZ0613013,Bombina bombina,2025-06-15
CZ0613013,Bombina variegata,2021-06-05
CZ0613013,Lutra lutra,2024-10-29
CZ0613013,Scardinius erythrophthalmus,2023-07-27
CZ0613013,Triturus cristatus,2024-07-13
CZ0613318,Abramis brama,2025-10-30
CZ0613318,Bombina bombina,2023-05-31
CZ0613318,Castor fiber,2025-10-30
CZ0613318,Coleanthus subtilis,2022-06-13
CZ0613318,Leucorrhinia pectoralis,2023-06-22
CZ0613318,Lutra lutra,2022-01-27
CZ0613318,Lycaena dispar,2019-08-15
CZ0613318,Phengaris nausithous,2024-07-16
CZ0613318,Sanguisorba officinalis,2016-07-30
CZ0613318,Scardinius erythrophthalmus,2025-10-30
CZ0613318,Succisa pratensis,2015-08-23
CZ0613319,Bombina bombina,2024-06-06
CZ0613319,Succisa pratensis,2003-07-16
CZ0613319,Triturus cristatus,2025-07-27
CZ0613321,Barbastella barbastellus,2014-05-24
CZ0613321,Cottus gobio,2023-09-19
CZ0613321,Lampetra planeri,2023-09-19
CZ0613321,Lutra lutra,2020-01-23
CZ0613321,Margaritifera margaritifera,2009-05-06
CZ0613321,Phengaris nausithous,2022-07-21
CZ0613321,Salmo trutta,2017-09-21
CZ0613321,Sanguisorba officinalis,2022-06-06
CZ0613321,Succisa pratensis,2022-06-06
CZ0613322,Ameiurus melas,2024-10-31
CZ0613322,Ameiurus nebulosus,2024-10-31
CZ0613322,Bombina bombina,2015-05-28
CZ0613322,Lycaena dispar,2022-05-24
CZ0613322,Triturus cristatus,2025-07-04
CZ0613327,Abramis brama,2017-06-26
CZ0613327,Bombina bombina,2015-05-28
CZ0613327,Cobitis elongatoides,2023-10-24
CZ0613327,Cobitis sp.,2022-10-26
CZ0613327,Leuciscus aspius,2022-09-26
CZ0613327,Lutra lutra,2015-07-27
CZ0613327,Scardinius erythrophthalmus,2017-06-26
CZ0613328,Bombina bombina,2020-06-16
CZ0613328,Triturus cristatus,2025-07-19
CZ0613332,Abramis brama,2004-01-01
CZ0613332,Castor fiber,2026-02-25
CZ0613332,Cottus gobio,2004-01-01
CZ0613332,Lutra lutra,2026-02-25
CZ0613332,Rhodeus amarus,2017-09-25
CZ0613332,Salmo trutta,2004-01-01
CZ0613332,Sanguisorba officinalis,2016-09-18
CZ0613332,Triturus cristatus,2021-07-11
CZ0613333,Cottus gobio,2023-10-15
CZ0613333,Lampetra planeri,2022-09-01
CZ0613333,Lutra lutra,2014-02-18
CZ0613333,Salmo trutta,2022-09-01
CZ0613333,Sanguisorba officinalis,2001-01-01
CZ0613333,Succisa pratensis,2003-07-30
CZ0613334,Abramis brama,2004-01-01
CZ0613334,Barbastella barbastellus,2020-01-30
CZ0613334,Cottus gobio,2013-08-21
CZ0613334,Lampetra planeri,2013-08-21
CZ0613334,Leuciscus aspius,2025-05-01
CZ0613334,Lutra lutra,2018-09-05
CZ0613334,Misgurnus fossilis,2004-01-01
CZ0613334,Myotis bechsteinii,2020-01-30
CZ0613334,Myotis sp.,2025-01-19
CZ0613334,Ophiogomphus cecilia,2020-07-15
CZ0613334,Salmo trutta,2013-08-21
CZ0613334,Sanguisorba officinalis,2018-09-06
CZ0613335,Bombina bombina,2025-07-23
CZ0613335,Coleanthus subtilis,2023-06-08
CZ0613335,Lutra lutra,2024-07-04
CZ0613335,Lycaena dispar,2011-08-24
CZ0613335,Sanguisorba officinalis,2024-06-11
CZ0613335,Succisa pratensis,2024-08-20
CZ0613335,Triturus cristatus,2025-07-23
CZ0613336,Bombina bombina,2025-07-27
CZ0613336,Lutra lutra,2025-07-15
CZ0613336,Triturus cristatus,2025-07-04
CZ0613338,Anodonta sp.,2018-10-31
CZ0613338,Bombina bombina,2025-07-26
CZ0613338,Castor fiber,2025-06-25
CZ0613338,Coleanthus subtilis,2025-06-04
CZ0613338,Lutra lutra,2022-05-20
CZ0613338,Phengaris nausithous,2020-08-13
CZ0613338,Sanguisorba officinalis,2012-07-15
CZ0613338,Succisa pratensis,2017-06-01
CZ0613338,Triturus cristatus,2025-07-26
CZ0613695,Myotis myotis,2025-07-02
CZ0613696,Myotis myotis,2025-07-02
CZ0613698,Myotis myotis,2025-07-01
CZ0613698,Myotis sp.,2021-06-29
CZ0613699,Myotis emarginatus,2012-07-24
CZ0613700,Myotis emarginatus,2024-07-01
CZ0613809,Bombina bombina,2024-07-11
CZ0613809,Coleanthus subtilis,2024-05-23
CZ0613809,Lycaena dispar,2019-08-15
CZ0613809,Phengaris nausithous,2017-07-28
CZ0613809,Sanguisorba officinalis,2019-07-30
CZ0613809,Succisa pratensis,2002-07-18
CZ0613809,Triturus cristatus,2024-07-11
CZ0613816,Barbastella barbastellus,2018-08-21
CZ0613816,Cerambyx cerdo,2024-11-28
CZ0613816,Cucujus cinnaberinus,2024-11-28
CZ0613816,Limoniscus violaceus,2024-11-28
CZ0613816,Lucanus cervus,2025-06-24
CZ0613816,Myotis alcathoe/emarginatus,2018-08-21
