kod_chu,DRUH,KOD_LOKAL,POLE,HODNOCENE_OBDOBI_OD,HODNOCENE_OBDOBI_DO
CZ0724089,Aconitum firmum subsp. moravicum,0213_252310,6575b,2002-08-01,2002-08-01
CZ0724089,Aconitum firmum subsp. moravicum,0225_252310,6575b,2002-08-01,2002-08-01
CZ0724089,Aconitum firmum subsp. moravicum,0226_252310,6575b,2002-08-01,2002-08-01
CZ0724089,Aconitum firmum subsp. moravicum,0297_252310,6575b,2002-08-01,2002-08-01
CZ0724089,Aconitum firmum subsp. moravicum,0303_252310,6575b,2002-08-01,2002-08-01
CZ0724089,Aconitum firmum subsp. moravicum,0323_252310,6575b,2002-08-01,2002-08-01
CZ0724089,Aconitum firmum subsp. moravicum,0336_252310,6575b,2002-08-01,2002-08-01
CZ0724089,Aconitum firmum subsp. moravicum,0337_252310,6575b,2002-08-01,2002-08-01
CZ0724089,Aconitum firmum subsp. moravicum,0339_252309,"64,""6575a""",2001-10-01,2001-10-01
CZ0724089,Aconitum firmum subsp. moravicum,0340_252309,6575a,2001-10-01,2001-10-01
CZ0724089,Aconitum firmum subsp. moravicum,0341_252309,6575a,2001-10-01,2001-10-01
CZ0724089,Aconitum firmum subsp. moravicum,0342_252309,6575a,2001-10-01,2001-10-01
CZ0724089,Aconitum firmum subsp. moravicum,0343_252310,6575b,2002-08-01,2002-08-01
CZ0724089,Aconitum firmum subsp. moravicum,0344_252310,6575b,2002-08-01,2002-08-01
CZ0724089,Aconitum firmum subsp. moravicum,0374_252309,6575a,2001-10-01,2001-10-01
CZ0724089,Aconitum firmum subsp. moravicum,0375_252309,6575a,2001-10-01,2001-10-01
CZ0724089,Aconitum firmum subsp. moravicum,0376_252310,6575b,2002-08-01,2002-08-01
CZ0724089,Aconitum firmum subsp. moravicum,0381_252309,6575a,2001-10-01,2001-10-01
CZ0724089,Aconitum firmum subsp. moravicum,0385_252309,6575a,2001-10-01,2001-10-01
CZ0724089,Aconitum firmum subsp. moravicum,0387_252309,6575a,2001-10-01,2001-10-01
CZ0724089,Aconitum firmum subsp. moravicum,0397_252309,"86,""6575a""",2001-10-01,2001-10-01
CZ0724089,Aconitum firmum subsp. moravicum,0412_252310,6575b,2002-08-01,2002-08-01
CZ0724089,Aconitum firmum subsp. moravicum,0415_252310,6575b,2002-08-01,2002-08-01
CZ0724089,Aconitum firmum subsp. moravicum,0473_252309,6575a,2001-10-01,2001-10-01
CZ0724089,Aconitum firmum subsp. moravicum,0489_252309,"13,""6575b""",2001-10-01,2001-10-01
CZ0724089,Aconitum firmum subsp. moravicum,0537_252407,6576a,2003-06-16,2003-06-16
CZ0724089,Aconitum firmum subsp. moravicum,0544_252407,6576b,2003-06-16,2003-06-16
CZ0724089,Aconitum firmum subsp. moravicum,0575_252309,"32,""6575b""",2001-10-01,2001-10-01
CZ0724089,Aconitum firmum subsp. moravicum,0581_252309,6575b,2001-10-01,2001-10-01
CZ0724089,Aconitum firmum subsp. moravicum,0582_252309,6575b,2001-10-01,2001-10-01
CZ0724089,Aconitum firmum subsp. moravicum,0584_252309,6575b,2001-10-01,2001-10-01
CZ0724089,Aconitum firmum subsp. moravicum,0622_252309,6575b,2001-10-01,2001-10-01
CZ0724089,Aconitum firmum subsp. moravicum,1341,6477c,2011-05-01,2011-05-01
CZ0724089,Aconitum firmum subsp. moravicum,2061,6474d,2005-04-28,2011-08-03
CZ0724089,Aconitum firmum subsp. moravicum,25-24-01,"01,""6476c""",2001-06-15,2001-06-15
CZ0724089,Aconitum firmum subsp. moravicum,25-24-02,"93,""6476d""",2001-06-15,2001-06-15
CZ0724089,Aconitum firmum subsp. moravicum,25-24-06,"88,""6576a""",2001-06-15,2001-06-15
CZ0724089,Aconitum firmum subsp. moravicum,25-24-07,"32,""6576b""",2001-06-15,2001-06-15
CZ0724089,Aconitum firmum subsp. moravicum,25-24-17,"5,""6576d""",2000-09-03,2000-09-03
CZ0724089,Aconitum firmum subsp. moravicum,25-24-18,"25,""6577c""",2000-09-03,2000-09-03
CZ0724089,Aconitum firmum subsp. moravicum,25-24-22,"47,""6676b""",2000-09-03,2000-09-03
CZ0724089,Aconitum firmum subsp. moravicum,3507,6575b,2019-07-17,2019-07-17
CZ0724089,Aconitum firmum subsp. moravicum,"48312, Čeladná",6576a,2016-08-07,2016-08-07
CZ0724089,Aconitum firmum subsp. moravicum,"4837, Prostřední Bečva",6575b,2021-06-06,2021-06-06
CZ0724089,Aconitum firmum subsp. moravicum,546145 - Staré Hamry 1,6576b,2001-01-01,2001-01-01
CZ0724089,Aconitum firmum subsp. moravicum,5773969,6576a,2001-01-01,2001-01-01
CZ0724089,Aconitum firmum subsp. moravicum,5777010,6476c,2001-01-01,2001-01-01
CZ0724089,Aconitum firmum subsp. moravicum,5777011,6476c,2001-01-01,2001-01-01
CZ0724089,Aconitum firmum subsp. moravicum,5779991,6576a,2001-01-01,2001-01-01
CZ0724089,Aconitum firmum subsp. moravicum,6474-db,6474d,2007-06-13,2007-06-13
CZ0724089,Aconitum firmum subsp. moravicum,6474-dc,6474d,2007-05-15,2007-05-15
CZ0724089,Aconitum firmum subsp. moravicum,6474-dd,6474d,2007-06-17,2007-06-17
CZ0724089,Aconitum firmum subsp. moravicum,6476-cd,6476c,2008-06-10,2008-08-19
CZ0724089,Aconitum firmum subsp. moravicum,6575-aa,6575a,2007-05-21,2007-05-21
CZ0724089,Aconitum firmum subsp. moravicum,6575-ab,6575a,2007-03-01,2007-03-01
CZ0724089,Aconitum firmum subsp. moravicum,6575-bb,6575b,2007-03-01,2007-03-01
CZ0724089,Aconitum firmum subsp. moravicum,6575-bc,6575b,2008-08-23,2008-08-23
CZ0724089,Aconitum firmum subsp. moravicum,6575-bd,6575b,2007-03-01,2007-03-01
CZ0724089,Aconitum firmum subsp. moravicum,6576-aa,6576a,2007-05-01,2007-07-01
CZ0724089,Aconitum firmum subsp. moravicum,6576-ab,6576a,2007-05-01,2007-05-01
CZ0724089,Aconitum firmum subsp. moravicum,6576-ac,6576a,2007-05-01,2007-05-01
CZ0724089,Aconitum firmum subsp. moravicum,6576-ad,6576a,2007-05-01,2007-05-01
CZ0724089,Aconitum firmum subsp. moravicum,6576-cb,6576c,2007-05-01,2007-05-01
CZ0724089,Aconitum firmum subsp. moravicum,6576-cd,6576c,2007-06-01,2007-06-01
CZ0724089,Aconitum firmum subsp. moravicum,6576-dc,6576d,2008-05-27,2008-06-10
CZ0724089,Aconitum firmum subsp. moravicum,744 01 Trojanovice,6575a,2019-07-23,2019-07-23
CZ0724089,Aconitum firmum subsp. moravicum,9140_1621,6576a,2012-08-09,2021-08-12
CZ0724089,Aconitum firmum subsp. moravicum,9140_2247,6575b,2016-09-07,2016-09-07
CZ0724089,Aconitum firmum subsp. moravicum,AFM003,6476c,2021-07-26,2025-08-06
CZ0724089,Aconitum firmum subsp. moravicum,AFM004,6576a,2025-08-03,2025-08-03
CZ0724089,Aconitum firmum subsp. moravicum,AFM007,6575b,2025-08-03,2025-08-03
CZ0724089,Aconitum firmum subsp. moravicum,AFM008,6576a,2022-07-29,2025-08-15
CZ0724089,Aconitum firmum subsp. moravicum,AFM010,6576a,2023-08-03,2023-08-03
CZ0724089,Aconitum firmum subsp. moravicum,AFM011,6476c,2021-08-25,2025-08-15
CZ0724089,Aconitum firmum subsp. moravicum,AFM012A,6476c,2021-08-30,2021-08-30
CZ0724089,Aconitum firmum subsp. moravicum,AFM012B,6476c,2021-08-30,2025-08-18
CZ0724089,Aconitum firmum subsp. moravicum,AFM013,6476c,2022-08-03,2022-08-03
CZ0724089,Aconitum firmum subsp. moravicum,AFM014,6575b,2024-08-08,2024-08-08
CZ0724089,Aconitum firmum subsp. moravicum,AFM015,6575b,2022-08-08,2022-08-08
CZ0724089,Aconitum firmum subsp. moravicum,AFM016,6575b,2024-08-17,2024-08-17
CZ0724089,Aconitum firmum subsp. moravicum,AFM017,6575a,2021-08-12,2021-08-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM019,6475c,2022-08-03,2022-08-03
CZ0724089,Aconitum firmum subsp. moravicum,AFM020,6474d,2022-07-31,2024-08-12
CZ0724089,Aconitum firmum subsp. moravicum,AFM021,6575b,2024-08-17,2024-08-17
CZ0724089,Aconitum firmum subsp. moravicum,AFM022,6575a,2021-08-10,2025-08-05
CZ0724089,Aconitum firmum subsp. moravicum,AFM023,6575a,2021-08-11,2023-07-31
CZ0724089,Aconitum firmum subsp. moravicum,AFM024,6475c,2021-08-10,2021-08-10
CZ0724089,Aconitum firmum subsp. moravicum,AFM025,6575a,2021-08-11,2023-07-31
CZ0724089,Aconitum firmum subsp. moravicum,AFM026,6575b,2021-08-02,2024-08-13
CZ0724089,Aconitum firmum subsp. moravicum,AFM027,6575b,2024-08-13,2024-08-13
CZ0724089,Aconitum firmum subsp. moravicum,AFM028,6575b,2024-08-13,2024-08-13
CZ0724089,Aconitum firmum subsp. moravicum,AFM029,6575b,2024-08-13,2024-08-13
CZ0724089,Aconitum firmum subsp. moravicum,AFM029-30,6575b,2023-07-31,2023-07-31
CZ0724089,Aconitum firmum subsp. moravicum,AFM030,6575b,2024-08-13,2024-08-13
CZ0724089,Aconitum firmum subsp. moravicum,AFM031,6575b,2024-08-13,2024-08-13
CZ0724089,Aconitum firmum subsp. moravicum,AFM033,6575b,2021-08-11,2025-08-03
CZ0724089,Aconitum firmum subsp. moravicum,AFM034,6575b,2021-08-11,2025-08-03
CZ0724089,Aconitum firmum subsp. moravicum,AFM035,6575b,2022-08-07,2022-08-07
CZ0724089,Aconitum firmum subsp. moravicum,AFM036,6575b,2023-07-31,2023-07-31
CZ0724089,Aconitum firmum subsp. moravicum,AFM037,6576c,2021-08-02,2025-08-03
CZ0724089,Aconitum firmum subsp. moravicum,AFM039,6575b,2022-08-03,2022-08-03
CZ0724089,Aconitum firmum subsp. moravicum,AFM041,6576a,2023-08-02,2023-08-02
CZ0724089,Aconitum firmum subsp. moravicum,AFM042,6576a,2024-08-14,2024-08-14
CZ0724089,Aconitum firmum subsp. moravicum,AFM042a,6576a,2024-08-14,2024-08-14
CZ0724089,Aconitum firmum subsp. moravicum,AFM042c,6576a,2022-08-04,2025-08-03
CZ0724089,Aconitum firmum subsp. moravicum,AFM042d,6576a,2021-07-26,2023-08-02
CZ0724089,Aconitum firmum subsp. moravicum,AFM042f,6576a,2023-08-02,2023-08-02
CZ0724089,Aconitum firmum subsp. moravicum,AFM043,6576a,2021-08-11,2023-08-02
CZ0724089,Aconitum firmum subsp. moravicum,AFM044,6576a,2022-08-02,2022-08-02
CZ0724089,Aconitum firmum subsp. moravicum,AFM045,6576a,2021-08-11,2024-08-14
CZ0724089,Aconitum firmum subsp. moravicum,AFM046,6475d,2023-07-31,2023-07-31
CZ0724089,Aconitum firmum subsp. moravicum,AFM047,6475d,2023-07-24,2023-07-24
CZ0724089,Aconitum firmum subsp. moravicum,AFM048,6575b,2023-08-14,2023-08-14
CZ0724089,Aconitum firmum subsp. moravicum,AFM049,6575b,2021-08-11,2025-08-05
CZ0724089,Aconitum firmum subsp. moravicum,AFM050,6575b,2021-07-29,2024-08-14
CZ0724089,Aconitum firmum subsp. moravicum,AFM051,6576a,2023-07-27,2023-07-27
CZ0724089,Aconitum firmum subsp. moravicum,AFM052,6576a,2023-08-03,2023-08-03
CZ0724089,Aconitum firmum subsp. moravicum,AFM053,6576a,2021-07-24,2023-08-03
CZ0724089,Aconitum firmum subsp. moravicum,AFM054,6576a,2023-08-03,2023-08-03
CZ0724089,Aconitum firmum subsp. moravicum,AFM055,6576a,2023-08-03,2023-08-03
CZ0724089,Aconitum firmum subsp. moravicum,AFM056,6576a,2023-08-03,2023-08-03
CZ0724089,Aconitum firmum subsp. moravicum,AFM057,6576a,2021-07-24,2025-08-15
CZ0724089,Aconitum firmum subsp. moravicum,AFM059,6476c,2022-08-03,2022-08-03
CZ0724089,Aconitum firmum subsp. moravicum,AFM060,6476c,2022-08-10,2022-08-10
