kod_chu,DRUH,POLE,POSLEDNI_NALEZ
CZ0313101,Scardinius erythrophthalmus,6856d,2015-10-07
CZ0313101,Scardinius erythrophthalmus,6956b,2015-07-22
CZ0313101,Succisa pratensis,"27,""6856d""",2014-03-18
CZ0313101,Succisa pratensis,"4,""6856d""",2020-06-02
CZ0313101,Succisa pratensis,"62,""6956b""",2014-03-18
CZ0313101,Succisa pratensis,6856d,2020-08-19
CZ0313101,Succisa pratensis,6956b,2020-06-02
CZ0313101,Succisa pratensis,"92,""6856d""",2012-08-18
CZ0313101,Triturus cristatus,"53,""6856d""",2013-04-01
CZ0313101,Triturus cristatus,6856d,2024-03-31
CZ0313103,Bombina bombina,6552d,2025-05-31
CZ0313103,Triturus cristatus,6552d,2025-08-08
CZ0313106,Abramis brama,"26,""6653a""",2004-01-01
CZ0313106,Abramis brama,"29,""6754a""",2004-01-01
CZ0313106,Abramis brama,"5,""6553d""",2004-01-01
CZ0313106,Abramis brama,"52,""6654c""",2004-01-01
CZ0313106,Abramis brama,"56,""6752b""",2004-01-01
CZ0313106,Abramis brama,"65,""6854a""",2004-01-01
CZ0313106,Abramis brama,6553d,2012-07-27
CZ0313106,Abramis brama,6653c,2012-07-27
CZ0313106,Abramis brama,6752b,2012-07-27
CZ0313106,Abramis brama,6754c,2009-05-08
CZ0313106,Abramis brama,6854a,2006-08-16
CZ0313106,Ameiurus nebulosus,"29,""6754a""",2004-01-01
CZ0313106,Ameiurus nebulosus,6754c,2016-08-20
CZ0313106,Blicca bjoerkna,"26,""6653a""",2004-01-01
CZ0313106,Blicca bjoerkna,"29,""6754a""",2004-01-01
CZ0313106,Blicca bjoerkna,"5,""6553d""",2004-01-01
CZ0313106,Blicca bjoerkna,"52,""6654c""",2004-01-01
CZ0313106,Blicca bjoerkna,"56,""6752b""",2004-01-01
CZ0313106,Blicca bjoerkna,"65,""6854a""",2004-01-01
CZ0313106,Blicca bjoerkna,6553d,2012-07-27
CZ0313106,Blicca bjoerkna,6652d,2012-07-27
CZ0313106,Blicca bjoerkna,6653c,2012-07-27
CZ0313106,Blicca bjoerkna,6654a,2019-08-28
CZ0313106,Blicca bjoerkna,6752b,2012-07-27
CZ0313106,Blicca bjoerkna,6754a,2018-08-06
CZ0313106,Blicca bjoerkna,6754c,2012-07-27
CZ0313106,Blicca bjoerkna,6854a,2004-01-01
CZ0313106,Bombina bombina,6854d,2000-01-01
CZ0313106,Bombina bombina,6955a,2017-05-18
CZ0313106,Castor fiber,6754c,2024-04-26
CZ0313106,Castor fiber,6854a,2026-01-24
CZ0313106,Castor fiber,6854b,2023-11-09
CZ0313106,Castor fiber,6854d,2024-03-01
CZ0313106,Cerambyx cerdo,6955a,2016-10-20
CZ0313106,Cobitis elongatoides,6652d,2007-08-07
CZ0313106,Cobitis elongatoides,6854a,2010-08-18
CZ0313106,Cobitis sp.,6754c,2016-07-06
CZ0313106,Cobitis sp.,6955a,2013-09-26
CZ0313106,Cottus gobio,"65,""6854a""",2004-01-01
CZ0313106,Cottus gobio,6752b,2012-07-27
CZ0313106,Cottus gobio,6854a,2015-08-17
CZ0313106,Cottus gobio,6854b,2014-01-07
CZ0313106,Euplagia quadripunctaria,6553d,2018-08-09
CZ0313106,Euplagia quadripunctaria,6752b,2018-08-12
CZ0313106,Lemna trisulca,"01,""6754c""",2014-09-04
CZ0313106,Lemna trisulca,6654c,2013-05-28
CZ0313106,Lemna trisulca,6754c,2025-08-20
CZ0313106,Lemna trisulca,6854d,2019-05-28
CZ0313106,Lemna trisulca,6955a,2017-05-17
CZ0313106,Leuciscus aspius,"05,""6854a""",1950-01-01
CZ0313106,Leuciscus aspius,"12,""7155a""",1950-01-01
CZ0313106,Leuciscus aspius,"26,""6653a""",2004-01-01
CZ0313106,Leuciscus aspius,"29,""6754a""",2004-01-01
CZ0313106,Leuciscus aspius,"5,""6553d""",2004-01-01
CZ0313106,Leuciscus aspius,"52,""6654c""",2004-01-01
CZ0313106,Leuciscus aspius,"53,""6752c""",1950-01-01
CZ0313106,Leuciscus aspius,"56,""6752b""",2004-01-01
CZ0313106,Leuciscus aspius,"65,""6854a""",2004-01-01
CZ0313106,Leuciscus aspius,6553d,2012-07-27
CZ0313106,Leuciscus aspius,6652d,2012-07-27
CZ0313106,Leuciscus aspius,6653c,2012-07-27
CZ0313106,Leuciscus aspius,6752b,2012-07-27
CZ0313106,Leuciscus aspius,6854a,2004-01-01
CZ0313106,Leucorrhinia pectoralis,6854d,2018-05-09
CZ0313106,Leucorrhinia pectoralis,"99,""6854d""",2000-07-23
CZ0313106,Lutra lutra,"01,""6754c""",2007-12-24
CZ0313106,Lutra lutra,"2,""6854b""",2008-01-19
CZ0313106,Lutra lutra,"29,""6754a""",2004-01-01
CZ0313106,Lutra lutra,"41,""6754c""",2011-05-22
CZ0313106,Lutra lutra,"5,""6553d""",2004-01-01
CZ0313106,Lutra lutra,"52,""6654c""",2004-01-01
CZ0313106,Lutra lutra,"56,""6752b""",2004-01-01
CZ0313106,Lutra lutra,"65,""6854a""",2004-01-01
CZ0313106,Lutra lutra,6653a,2014-11-02
CZ0313106,Lutra lutra,6653c,2025-07-09
CZ0313106,Lutra lutra,6654a,2021-02-15
CZ0313106,Lutra lutra,6752b,2025-09-16
CZ0313106,Lutra lutra,6754a,2011-11-23
CZ0313106,Lutra lutra,6754c,2012-03-06
CZ0313106,Lutra lutra,6854a,2004-03-01
CZ0313106,Lutra lutra,6854b,2016-09-28
CZ0313106,Lutra lutra,6854d,2016-09-28
CZ0313106,Lutra lutra,6955a,2016-09-28
CZ0313106,Lutra lutra,"95,""6854d""",2004-01-01
CZ0313106,Lycaena dispar,6854d,2024-08-12
CZ0313106,Misgurnus fossilis,6754c,2023-08-07
CZ0313106,Misgurnus fossilis,6854b,2023-08-08
CZ0313106,Misgurnus fossilis,6854d,2023-08-08
CZ0313106,Misgurnus fossilis,"98,""6754c""",2003-01-01
CZ0313106,Ophiogomphus cecilia,6653c,2014-08-21
CZ0313106,Ophiogomphus cecilia,6754a,2025-08-07
CZ0313106,Ophiogomphus cecilia,6854a,2002-07-13
CZ0313106,Ophiogomphus cecilia,6854b,2002-07-13
CZ0313106,Ophiogomphus cecilia,6854d,2006-01-01
CZ0313106,Ophiogomphus cecilia,6955a,2014-07-20
CZ0313106,Osmoderma barnabita,"41,""6754c""",2012-02-24
CZ0313106,Osmoderma barnabita,6854d,2012-03-16
CZ0313106,Osmoderma barnabita,6955a,2015-04-11
CZ0313106,Phengaris nausithous,6553d,2017-08-03
CZ0313106,Phengaris teleius,6955a,2015-07-26
CZ0313106,Salmo trutta,"56,""6752b""",2004-01-01
CZ0313106,Salmo trutta,"65,""6854a""",2004-01-01
CZ0313106,Salmo trutta,6752b,2004-01-01
CZ0313106,Sanguisorba officinalis,"01,""6854d""",2015-08-04
CZ0313106,Sanguisorba officinalis,6653a,2003-09-06
CZ0313106,Sanguisorba officinalis,6654c,2012-09-11
CZ0313106,Sanguisorba officinalis,6754c,2025-06-16
CZ0313106,Sanguisorba officinalis,6854a,2012-05-21
CZ0313106,Sanguisorba officinalis,6854b,2018-05-08
CZ0313106,Sanguisorba officinalis,6854d,2024-06-21
CZ0313106,Sanguisorba officinalis,6954b,2015-09-04
CZ0313106,Sanguisorba officinalis,6955a,2017-05-17
CZ0313106,Sanguisorba officinalis,"93,""6955a""",2015-09-06
CZ0313106,Scardinius erythrophthalmus,"29,""6754a""",2004-01-01
CZ0313106,Scardinius erythrophthalmus,"5,""6553d""",2004-01-01
CZ0313106,Scardinius erythrophthalmus,"52,""6654c""",2004-01-01
CZ0313106,Scardinius erythrophthalmus,"56,""6752b""",2004-01-01
CZ0313106,Scardinius erythrophthalmus,"65,""6854a""",2004-01-01
CZ0313106,Scardinius erythrophthalmus,6752b,2012-07-27
CZ0313106,Scardinius erythrophthalmus,6754c,2012-07-27
CZ0313106,Scardinius erythrophthalmus,6854a,2004-01-01
CZ0313106,Scardinius erythrophthalmus,6854d,2017-05-24
CZ0313106,Scardinius erythrophthalmus,6955a,2016-11-05
CZ0313106,Succisa pratensis,6754c,2025-08-25
CZ0313106,Succisa pratensis,6854b,2001-06-07
CZ0313106,Succisa pratensis,6854d,2002-08-24
CZ0313106,Triturus cristatus,6754c,2004-01-01
CZ0313106,Triturus cristatus,6854d,2012-04-06
CZ0313106,Unio crassus,6553d,2015-07-10
CZ0313106,Unio crassus,6554c,2015-07-10
CZ0313106,Unio crassus,6652d,2015-07-10
CZ0313106,Unio crassus,6653a,2017-11-25
CZ0313106,Unio crassus,6653c,2017-11-25
CZ0313106,Unio crassus,6654a,2015-07-11
CZ0313106,Unio crassus,6654c,2015-07-11
CZ0313106,Unio crassus,6752b,2025-09-16
CZ0313106,Unio crassus,6754a,2018-08-08
CZ0313106,Unio crassus,6754c,2025-08-11
CZ0313106,Unio crassus,6854a,2018-08-03
CZ0313106,Unio crassus,6854b,2021-06-12
CZ0313106,Unio crassus,6854d,2018-08-03
CZ0313106,Unio crassus,"8,""6854a""",2004-07-24
CZ0313110,Abramis brama,"26,""6958b""",2004-01-01
CZ0313110,Abramis brama,"79,""6958d""",2004-01-01
CZ0313110,Abramis brama,"98,""7058b""",2004-01-01
CZ0313110,Blicca bjoerkna,6958b,2011-07-22
CZ0313110,Castor fiber,6958b,2019-11-08
CZ0313110,Castor fiber,7058b,2024-05-03
CZ0313110,Cucujus cinnaberinus,7058b,2014-05-31
CZ0313110,Euplagia quadripunctaria,7058b,2013-08-06
CZ0313110,Leuciscus aspius,"26,""6958b""",2004-01-01
CZ0313110,Leuciscus aspius,"6,""7058b""",1950-01-01
CZ0313110,Leuciscus aspius,6958b,2011-07-22
CZ0313110,Leuciscus aspius,6958d,2011-07-22
CZ0313110,Leuciscus aspius,"79,""6958d""",2004-01-01
CZ0313110,Leuciscus aspius,"98,""7058b""",2004-01-01
CZ0313110,Lutra lutra,"59,""7058b""",2013-04-16
CZ0313110,Lutra lutra,6958b,2010-12-02
CZ0313110,Lutra lutra,6958d,2013-12-10
CZ0313110,Lutra lutra,7058b,2024-05-03
CZ0313110,Lycaena dispar,7058b,2013-08-06
CZ0313110,Ophiogomphus cecilia,6958d,2015-07-15
CZ0313110,Ophiogomphus cecilia,7058b,2019-06-16
CZ0313110,Rhodeus amarus,6958b,2023-08-21
CZ0313110,Rhodeus amarus,6958d,2023-08-21
CZ0313110,Rhodeus amarus,7058b,2023-08-21
CZ0313110,Romanogobio vladykovi,7058b,2012-07-15
CZ0313110,Salmo trutta,"26,""6958b""",2004-01-01
CZ0313110,Salmo trutta,"79,""6958d""",2004-01-01
CZ0313110,Salmo trutta,"98,""7058b""",2004-01-01
CZ0313110,Sanguisorba officinalis,"66,""6958d""",2009-05-16
CZ0313110,Sanguisorba officinalis,6958b,2020-08-28
CZ0313110,Sanguisorba officinalis,6958d,2015-05-28
CZ0313110,Sanguisorba officinalis,7058b,2015-06-01
CZ0313110,Scardinius erythrophthalmus,7058b,2020-09-07
CZ0313110,Succisa pratensis,6958b,2009-05-16
CZ0313110,Triturus cristatus,"59,""7058b""",2013-04-16
CZ0313110,Triturus cristatus,7058b,2000-01-01
CZ0313110,Unio crassus,6958d,2024-09-01
CZ0313110,Unio crassus,7058b,2024-09-01
CZ0313110,Unio crassus,7058d,2024-08-30
CZ0313113,Osmoderma barnabita,"31,""7254b""",2011-04-02
CZ0313113,Osmoderma barnabita,7154d,2015-07-21
CZ0313113,Osmoderma barnabita,7254b,2021-09-23
CZ0313113,Phengaris nausithous,7254b,2017-07-19
CZ0313113,Sanguisorba officinalis,7254b,2011-05-30
CZ0313113,Succisa pratensis,7254b,2011-05-30
CZ0313114,Lampetra planeri,"65,""6848d""",2004-01-01
CZ0313114,Lutra lutra,"65,""6848d""",2004-01-01
CZ0313114,Phengaris nausithous,6848d,2024-07-23
CZ0313114,Salmo trutta,"65,""6848d""",2004-01-01
CZ0313114,Sanguisorba officinalis,6848d,2013-05-28
CZ0313115,Bombina bombina,"13,""6552a""",2025-08-07
CZ0313115,Bombina bombina,"35,""6552a""",2009-06-14
CZ0313115,Bombina bombina,"39,""6552a""",2018-05-23
CZ0313115,Bombina bombina,6552a,2025-08-07
CZ0313115,Coleanthus subtilis,6552a,2022-06-03
CZ0313115,Lutra lutra,6552a,2013-04-24
CZ0313115,Sanguisorba officinalis,6552a,2014-07-01
CZ0313115,Triturus cristatus,"35,""6552a""",2009-06-14
CZ0313115,Triturus cristatus,6552a,2018-05-03
CZ0313116,Bombina bombina,"53,""6851d""",2001-04-01
CZ0313116,Bombina bombina,6851d,2025-06-10
CZ0313116,Bombina bombina,"69,""6851d""",2025-06-10
CZ0313116,Bombina bombina,"84,""6851d""",2013-04-22
CZ0313116,Lemna trisulca,6851d,2025-07-10
CZ0313116,Lutra lutra,6851d,2014-02-06
CZ0313116,Lycaena dispar,"69,""6851d""",2013-05-01
CZ0313116,Lycaena dispar,"84,""6851d""",2013-04-01
CZ0313116,Misgurnus fossilis,6851d,2011-09-02
CZ0313116,Sanguisorba officinalis,"39,""6851d""",2025-05-06
CZ0313116,Sanguisorba officinalis,6851d,2025-09-09
CZ0313116,Sanguisorba officinalis,"84,""6851d""",2013-01-01
CZ0313116,Succisa pratensis,6851d,2025-09-09
CZ0313116,Succisa pratensis,"84,""6851d""",2013-01-01
CZ0313116,Triturus cristatus,"69,""6851d""",2018-04-10
CZ0313116,Vertigo angustior,"84,""6851d""",2011-01-01
CZ0313119,Leucorrhinia pectoralis,6857d,2021-07-29
CZ0313119,Triturus cristatus,6857d,2025-07-06
CZ0313122,Cerambyx cerdo,"01,""6750a""",2011-01-01
CZ0313122,Cerambyx cerdo,6750a,2025-08-10
CZ0313123,Abramis brama,7154a,2019-09-28
CZ0313123,Abramis brama,7154c,2012-08-03
CZ0313123,Abramis brama,"85,""7154a""",2004-01-01
CZ0313123,Anodonta sp.,"27,""7154a""",2011-05-24
CZ0313123,Blicca bjoerkna,7154a,2015-09-20
CZ0313123,Bombina bombina,"41,""7154a""",2010-06-08
CZ0313123,Bombina bombina,7154a,2022-07-13
CZ0313123,Cobitis sp.,7154a,2009-09-27
CZ0313123,Cottus gobio,"85,""7154a""",2004-01-01
CZ0313123,Hamatocaulis vernicosus,"41,""7154a""",2005-01-01
CZ0313123,Hamatocaulis vernicosus,7154a,2024-08-31
CZ0313123,Lampetra planeri,"85,""7154a""",2004-01-01
CZ0313123,Lutra lutra,"24,""7154c""",2005-01-01
CZ0313123,Lutra lutra,"27,""7154a""",2013-04-01
CZ0313123,Lutra lutra,"41,""7154a""",2014-01-09
CZ0313123,Lutra lutra,7154a,2025-02-18
CZ0313123,Lutra lutra,7154c,2022-03-10
CZ0313123,Lutra lutra,7154d,2022-06-21
CZ0313123,Lycaena dispar,7154a,2009-08-01
CZ0313123,Misgurnus fossilis,7154a,2019-09-28
CZ0313123,Misgurnus fossilis,7154c,2012-08-03
CZ0313123,Misgurnus fossilis,"85,""7154a""",2004-01-01
CZ0313123,Ophiogomphus cecilia,"41,""7154a""",2014-07-03
CZ0313123,Ophiogomphus cecilia,7154a,2022-05-24
CZ0313123,Phengaris nausithous,7154a,2022-05-24
CZ0313123,Phengaris nausithous,7154d,2020-07-21
CZ0313123,Phengaris teleius,"01,""7154a""",2014-07-16
CZ0313123,Phengaris teleius,"41,""7154a""",2016-06-21
CZ0313123,Phengaris teleius,7154a,2025-07-15
CZ0313123,Phengaris teleius,7154d,2023-07-22
CZ0313123,Rumex sp.,7154a,2014-08-10
CZ0313123,Salmo trutta,"85,""7154a""",2004-01-01
CZ0313123,Sanguisorba officinalis,"23,""7154a""",2014-08-10
CZ0313123,Sanguisorba officinalis,"41,""7154a""",2005-01-01
CZ0313123,Sanguisorba officinalis,7154a,2024-08-24
CZ0313123,Sanguisorba officinalis,7154c,2003-08-13
CZ0313123,Sanguisorba officinalis,7154d,2023-07-22
CZ0313123,Sanguisorba officinalis,"99,""7154a""",2014-06-03
CZ0313123,Scardinius erythrophthalmus,7154a,2019-09-28
CZ0313123,Scardinius erythrophthalmus,7154c,2012-08-03
CZ0313123,Scardinius erythrophthalmus,7154d,2012-08-03
CZ0313123,Scardinius erythrophthalmus,"85,""7154a""",2004-01-01
CZ0313123,Succisa pratensis,"41,""7154a""",2005-01-01
CZ0313123,Succisa pratensis,"62,""7154a""",2002-07-01
CZ0313123,Succisa pratensis,"71,""7154c""",2014-07-17
CZ0313123,Succisa pratensis,7154a,2025-05-29
CZ0313123,Succisa pratensis,7154c,2003-08-13
CZ0313125,Ameiurus nebulosus,6553d,2011-03-01
CZ0313125,Bombina bombina,"01,""6553d""",2020-09-21
CZ0313125,Bombina bombina,6553d,2025-08-08
CZ0313125,Lemna trisulca,6553d,2024-05-20
CZ0313125,Lutra lutra,6553d,2011-03-01
CZ0313125,Lycaena dispar,6553d,2021-08-25
CZ0313125,Sanguisorba officinalis,6553d,2022-08-16
CZ0313125,Scardinius erythrophthalmus,6553d,2011-01-01
CZ0313125,Triturus cristatus,6553d,2015-04-25
CZ0313128,Abramis brama,6854c,2019-11-15
CZ0313128,Ameiurus melas,6854c,2010-01-01
CZ0313128,Blicca bjoerkna,6854c,2019-11-15
CZ0313128,Bombina bombina,"07,""6854c""",2024-05-20
CZ0313128,Bombina bombina,"4,""6854c""",2022-05-16
CZ0313128,Bombina bombina,6854c,2025-08-13
CZ0313128,Bombina bombina,6854d,2024-08-14
CZ0313128,Bombina bombina,"97,""6854c""",2023-05-17
CZ0313128,Cerambyx cerdo,"03,""6854d""",2013-06-21
CZ0313128,Cerambyx cerdo,6854c,2016-10-20
CZ0313128,Cerambyx cerdo,6854d,2015-01-01
CZ0313128,Coleanthus subtilis,6854c,2024-04-30
CZ0313128,Coleanthus subtilis,6854d,2008-06-26
CZ0313128,Cucujus cinnaberinus,6854c,2019-05-15
CZ0313128,Lemna trisulca,6854c,2024-08-07
CZ0313128,Lutra lutra,"17,""6854c""",2005-10-09
CZ0313128,Lutra lutra,"32,""6854d""",2008-01-19
CZ0313128,Lutra lutra,6854c,2024-09-01
CZ0313128,Lutra lutra,6854d,2025-10-15
CZ0313128,Lutra lutra,6954b,2023-02-16
CZ0313128,Misgurnus fossilis,6854c,2024-07-05
CZ0313128,Osmoderma barnabita,"03,""6854d""",2013-06-21
CZ0313128,Osmoderma barnabita,6854c,2015-01-01
CZ0313128,Osmoderma barnabita,6854d,2024-07-06
CZ0313128,Phengaris teleius,6854c,2022-07-17
CZ0313128,Sanguisorba officinalis,6854c,2019-08-03
CZ0313128,Sanguisorba officinalis,6954b,2015-09-06
CZ0313128,Sanguisorba officinalis,"84,""6854c""",2025-06-26
CZ0313128,Scardinius erythrophthalmus,6854c,2022-11-16
CZ0313128,Succisa pratensis,6854c,2012-06-18
CZ0313128,Vertigo angustior,6854c,2022-08-11
CZ0313131,Cerambyx cerdo,"1,""7054b""",2002-01-01
CZ0313131,Cerambyx cerdo,"4,""7054b""",2012-06-11
CZ0313131,Cerambyx cerdo,6954d,2021-12-07
CZ0313131,Cerambyx cerdo,7054b,2021-12-03
CZ0313131,Cerambyx cerdo,"99,""7054b""",2002-01-01
CZ0313131,Lutra lutra,7054b,2019-10-22
CZ0313131,Lycaena dispar,7054b,2008-06-18
CZ0313131,Osmoderma barnabita,6954d,2021-12-07
CZ0313131,Osmoderma barnabita,7054b,2021-12-03
CZ0313131,Sanguisorba officinalis,7054b,2014-06-04
CZ0313134,Bombina bombina,"17,""6548b""",2025-04-02
CZ0313134,Bombina bombina,6548b,2025-07-29
CZ0313134,Bombina variegata,"17,""6548b""",2025-04-20
CZ0313134,Canis lupus,6548b,2024-09-17
CZ0313134,Lutra lutra,6548b,2011-03-30
CZ0313134,Sanguisorba officinalis,6548b,2022-07-30
CZ0313134,Succisa pratensis,6548b,2022-07-30
CZ0313134,Triturus cristatus,6548b,2024-08-08
CZ0313137,Barbastella barbastellus,"83,""7254b""",2015-04-28
CZ0313137,Lampetra planeri,7254b,2023-10-08
CZ0313137,Lampetra planeri,7254d,2011-07-02
CZ0313137,Lutra lutra,"06,""7254b""",2011-07-02
CZ0313137,Lutra lutra,"83,""7254b""",2015-04-28
CZ0313137,Salmo trutta,7254b,2001-07-07
CZ0313137,Salmo trutta,7254d,2001-07-07
CZ0313138,Bombina bombina,"27,""6952d""",2017-05-13
CZ0313138,Bombina bombina,"61,""6952d""",2011-05-20
CZ0313138,Bombina bombina,6952d,2024-06-06
CZ0313138,Bombina bombina,7052b,2024-06-12
CZ0313138,Bombina bombina,"71,""6952d""",2011-05-19
CZ0313138,Bombina bombina,"73,""6952d""",2024-06-06
CZ0313138,Bombina bombina,"88,""6952d""",2000-05-10
CZ0313138,Bombina bombina,"97,""6952d""",2011-04-03
CZ0313138,Bombina variegata,7052b,2011-04-20
CZ0313138,Cerambyx cerdo,6952d,2025-06-05
CZ0313138,Cerambyx cerdo,"97,""6952d""",2019-01-01
CZ0313138,Cucujus cinnaberinus,7052b,2024-01-19
CZ0313138,Lemna trisulca,7052b,2011-07-15
CZ0313138,Lemna trisulca,"97,""6952d""",2013-05-28
CZ0313138,Lucanus cervus,6952d,2020-01-08
CZ0313138,Lutra lutra,"01,""6952d""",2005-01-01
CZ0313138,Lutra lutra,6952d,2025-10-17
CZ0313138,Lutra lutra,7052b,2021-05-15
CZ0313138,Lycaena dispar,"27,""6952d""",2013-06-20
CZ0313138,Lycaena dispar,"3,""6952d""",2013-08-04
CZ0313138,Lycaena dispar,6952d,2010-08-15
CZ0313138,Lycaena dispar,7052b,2025-06-28
CZ0313138,Osmoderma barnabita,6952d,2020-04-19
CZ0313138,Osmoderma barnabita,"97,""6952d""",2019-01-01
CZ0313138,Phengaris nausithous,"13,""7052b""",2007-08-04
CZ0313138,Phengaris nausithous,"3,""6952d""",2013-07-31
CZ0313138,Phengaris nausithous,"32,""6952d""",2005-07-24
CZ0313138,Phengaris nausithous,7052b,2021-08-11
CZ0313138,Phengaris nausithous,"71,""7052b""",2005-07-25
CZ0313138,Phengaris nausithous,"77,""6952d""",2005-07-24
CZ0313138,Sanguisorba officinalis,"07,""6952d""",2011-06-14
CZ0313138,Sanguisorba officinalis,6952d,2024-08-24
CZ0313138,Sanguisorba officinalis,7052b,2022-05-30
CZ0313138,Sanguisorba officinalis,"97,""6952d""",2014-07-29
CZ0313138,Scardinius erythrophthalmus,"97,""6952d""",2011-01-01
CZ0313138,Succisa pratensis,6952d,2021-06-07
CZ0313138,Succisa pratensis,7052b,2023-05-12
CZ0313138,Succisa pratensis,"97,""6952d""",2014-07-29
CZ0313138,Triturus cristatus,6952d,2012-04-22
CZ0313138,Triturus cristatus,7052b,2021-07-15
CZ0313138,Triturus cristatus,"97,""6952d""",2011-04-03
CZ0313140,Cottus gobio,6448b,2008-08-17
CZ0313140,Cottus gobio,6448d,2012-09-20
CZ0313140,Cottus gobio,6449c,2022-11-12
CZ0313140,Lampetra planeri,"06,""6448d""",2000-01-01
CZ0313140,Lampetra planeri,6448d,2012-09-20
CZ0313140,Lampetra planeri,6449c,2011-06-25
CZ0313140,Lutra lutra,6449c,2011-06-26
CZ0313140,Salmo trutta,6448b,2008-08-17
CZ0313140,Salmo trutta,6448d,2012-09-20
CZ0313140,Salmo trutta,6449c,2012-09-20
CZ0313140,Sanguisorba officinalis,"27,""6449c""",2004-07-03
CZ0313140,Sanguisorba officinalis,6449c,2015-07-10
CZ0313140,Scardinius erythrophthalmus,6449c,2011-06-25
CZ0313141,Lycaena dispar,7155c,2018-08-17
CZ0313141,Ophiogomphus cecilia,7155c,2013-07-16
CZ0313141,Phengaris nausithous,7155c,2023-07-23
CZ0313141,Phengaris nausithous,"97,""7155c""",2005-08-07
CZ0313141,Phengaris teleius,7155c,2023-07-23
CZ0313141,Sanguisorba officinalis,7155c,2014-08-19
CZ0313141,Succisa pratensis,7155c,2014-08-19
CZ0313513,Carabus menetriesi pacholei,"13,""7451a""",2003-01-01
CZ0313513,Carabus menetriesi pacholei,"36,""7451a""",2012-05-14
CZ0313513,Carabus menetriesi pacholei,"56,""7351c""",2011-04-24
CZ0313513,Carabus menetriesi pacholei,7351c,2019-06-09
CZ0313513,Carabus menetriesi pacholei,7451a,2019-06-02
CZ0313513,Carabus menetriesi pacholei,"78,""7351c""",2014-06-13
CZ0313513,Castor fiber,7351c,2023-05-18
CZ0313513,Lutra lutra,7351c,2019-03-17
CZ0313513,Lutra lutra,7451a,2011-10-07
CZ0313513,Lynx lynx,7451a,2020-03-01
CZ0313513,Phengaris nausithous,7451a,2020-07-29
CZ0313513,Phengaris teleius,7451a,2020-07-29
CZ0313513,Sanguisorba officinalis,"56,""7351c""",2013-05-12
CZ0313513,Sanguisorba officinalis,7351c,2013-07-26
CZ0313513,Sanguisorba officinalis,7451a,2013-07-02
CZ0313513,Succisa pratensis,"56,""7351c""",2013-05-12
CZ0313513,Succisa pratensis,7451a,2010-07-20
CZ0313635,Myotis myotis,6951a,2024-08-06
CZ0313805,Cottus gobio,6949d,2024-11-18
CZ0313805,Lampetra planeri,6949d,2022-10-26
CZ0313805,Lutra lutra,"01,""6949d""",2011-01-01
CZ0313805,Lutra lutra,6949d,2024-11-05
CZ0313805,Margaritifera margaritifera,"01,""6949d""",2011-01-01
CZ0313805,Margaritifera margaritifera,6949d,2024-08-03
CZ0313805,Salmo trutta,6949d,2024-11-18
CZ0313805,Sanguisorba officinalis,"01,""6949d""",2011-01-01
CZ0313815,Bombina bombina,6856b,2025-05-16
CZ0313815,Leucorrhinia pectoralis,6856b,2009-05-24
CZ0313815,Lutra lutra,6856b,2011-01-01
CZ0313815,Sanguisorba officinalis,6856b,2021-07-30
CZ0313815,Triturus cristatus,6856b,2025-07-06
CZ0313820,Myotis myotis,6949d,2011-07-01
CZ0313822,Abramis brama,6956c,2019-11-17
CZ0313822,Blicca bjoerkna,6956c,2004-01-01
CZ0313822,Cobitis sp.,6956c,2019-11-17
CZ0313822,Lampetra planeri,6956c,2019-11-17
CZ0313822,Lutra lutra,6956c,2014-11-01
CZ0313822,Lycaena dispar,6956c,2019-08-14
CZ0313822,Ophiogomphus cecilia,6956c,2025-06-12
CZ0313822,Salmo trutta,6956c,2004-01-01
CZ0313822,Scardinius erythrophthalmus,6956c,2019-11-17
CZ0313824,Anodonta sp.,6957d,2001-05-01
CZ0313824,Lemna trisulca,6957d,2003-06-05
CZ0313824,Leucorrhinia pectoralis,6957d,2019-05-30
CZ0313824,Lutra lutra,6957d,2009-01-07
CZ0313824,Triturus cristatus,6957d,2021-05-09
CZ0314019,Abramis brama,6954a,2018-10-18
CZ0314019,Barbastella barbastellus,6954a,2022-09-08
CZ0314019,Blicca bjoerkna,6954a,2020-03-17
CZ0314019,Bombina bombina,6954a,2024-05-20
CZ0314019,Castor fiber,6954a,2025-04-04
CZ0314019,Cerambyx cerdo,6954a,2024-07-28
CZ0314019,Cobitis elongatoides,6954a,2019-09-07
CZ0314019,Cobitis sp.,6954a,2013-09-24
CZ0314019,Coleanthus subtilis,6954a,2024-04-30
CZ0314019,Graphoderus bilineatus,6954a,2020-05-29
CZ0314019,Lemna trisulca,"56,""6954a""",2010-05-10
CZ0314019,Lemna trisulca,6954a,2010-05-15
CZ0314019,Leucorrhinia pectoralis,6954a,2025-05-21
CZ0314019,Lucanus cervus,6954a,2018-07-17
CZ0314019,Lutra lutra,6954a,2024-02-21
CZ0314019,Lutra lutra,6954c,2020-06-07
CZ0314019,Lycaena dispar,"07,""6954a""",2019-09-03
