typ_predmetu_hodnoceni;kod_chu;nazev_chu;druh;feature_code;hodnocene_obdobi_od;hodnocene_obdobi_do;oop;parametr_nazev;parametr_hodnota;parametr_limit;parametr_jednotka;stav;trend;datum_hodnoceni;pracoviste;ind_nadr;metodika
Druh;CZ0813469;Staré hliniště;Triturus cristatus;1166;2022-04-28;2024-07-04;Krajský úřad Moravskoslezského kraje;32;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813469;Staré hliniště;Triturus cristatus;1166;2022-04-28;2024-07-04;Krajský úřad Moravskoslezského kraje;33;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813469;Staré hliniště;Triturus cristatus;1166;2022-04-28;2024-07-04;Krajský úřad Moravskoslezského kraje;34;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813469;Staré hliniště;Triturus cristatus;1166;2022-04-28;2024-07-04;Krajský úřad Moravskoslezského kraje;35;0;100;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813469;Staré hliniště;Triturus cristatus;1166;2022-04-28;2024-07-04;Krajský úřad Moravskoslezského kraje;36;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813469;Staré hliniště;Triturus cristatus;1166;2022-04-28;2024-07-04;Krajský úřad Moravskoslezského kraje;38;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813469;Staré hliniště;Triturus cristatus;1166;2022-04-28;2024-07-04;Krajský úřad Moravskoslezského kraje;130;100;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813469;Staré hliniště;Triturus cristatus;1166;2022-04-28;2024-07-04;Krajský úřad Moravskoslezského kraje;10;NA;NA;hodnocení dílčích parametrů;dobrý;zlepšující se;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0813469;Staré hliniště;Triturus cristatus;1166;2022-04-28;2024-07-04;Krajský úřad Moravskoslezského kraje;131;1;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-07-28;RP Moravskoslezské;NA;19269
Druh;CZ0723424;Stonáč;Bombina bombina;1188;2022-04-27;2024-08-23;Krajský úřad Zlínského kraje;27;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723424;Stonáč;Bombina bombina;1188;2022-04-27;2024-08-23;Krajský úřad Zlínského kraje;21;73;NA;volající samci;nehodnocen;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723424;Stonáč;Bombina bombina;1188;2022-04-27;2024-08-23;Krajský úřad Zlínského kraje;22;100;NA;volající samci;nehodnocen;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723424;Stonáč;Bombina bombina;1188;2022-04-27;2024-08-23;Krajský úřad Zlínského kraje;80;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723424;Stonáč;Bombina bombina;1188;2022-04-27;2024-08-23;Krajský úřad Zlínského kraje;30;NA;50;% lokalit v dobrém stavu;neznámý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723424;Stonáč;Bombina bombina;1188;2022-04-27;2024-08-23;Krajský úřad Zlínského kraje;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723424;Stonáč;Bombina bombina;1188;2022-04-27;2024-08-23;Krajský úřad Zlínského kraje;32;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723424;Stonáč;Bombina bombina;1188;2022-04-27;2024-08-23;Krajský úřad Zlínského kraje;33;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723424;Stonáč;Bombina bombina;1188;2022-04-27;2024-08-23;Krajský úřad Zlínského kraje;34;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723424;Stonáč;Bombina bombina;1188;2022-04-27;2024-08-23;Krajský úřad Zlínského kraje;36;66.67;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723424;Stonáč;Bombina bombina;1188;2022-04-27;2024-08-23;Krajský úřad Zlínského kraje;37;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723424;Stonáč;Bombina bombina;1188;2022-04-27;2024-08-23;Krajský úřad Zlínského kraje;38;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723424;Stonáč;Bombina bombina;1188;2022-04-27;2024-08-23;Krajský úřad Zlínského kraje;130;100;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723424;Stonáč;Bombina bombina;1188;2022-04-27;2024-08-23;Krajský úřad Zlínského kraje;131;3;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723424;Stonáč;Bombina bombina;1188;2022-04-27;2024-08-23;Krajský úřad Zlínského kraje;10;NA;NA;hodnocení dílčích parametrů;dobrý;setrvalý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0623366;Střelická bažinka;Triturus cristatus;1166;2022-04-16;2024-07-01;Krajský úřad Jihomoravského kraje;27;66.67;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623366;Střelická bažinka;Triturus cristatus;1166;2022-04-16;2024-07-01;Krajský úřad Jihomoravského kraje;21;22;NA;adulti;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623366;Střelická bažinka;Triturus cristatus;1166;2022-04-16;2024-07-01;Krajský úřad Jihomoravského kraje;22;100;NA;adulti;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623366;Střelická bažinka;Triturus cristatus;1166;2022-04-16;2024-07-01;Krajský úřad Jihomoravského kraje;80;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623366;Střelická bažinka;Triturus cristatus;1166;2022-04-16;2024-07-01;Krajský úřad Jihomoravského kraje;30;66.67;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623366;Střelická bažinka;Triturus cristatus;1166;2022-04-16;2024-07-01;Krajský úřad Jihomoravského kraje;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623366;Střelická bažinka;Triturus cristatus;1166;2022-04-16;2024-07-01;Krajský úřad Jihomoravského kraje;32;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623366;Střelická bažinka;Triturus cristatus;1166;2022-04-16;2024-07-01;Krajský úřad Jihomoravského kraje;33;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623366;Střelická bažinka;Triturus cristatus;1166;2022-04-16;2024-07-01;Krajský úřad Jihomoravského kraje;34;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623366;Střelická bažinka;Triturus cristatus;1166;2022-04-16;2024-07-01;Krajský úřad Jihomoravského kraje;35;66.67;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623366;Střelická bažinka;Triturus cristatus;1166;2022-04-16;2024-07-01;Krajský úřad Jihomoravského kraje;36;33.33;50;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623366;Střelická bažinka;Triturus cristatus;1166;2022-04-16;2024-07-01;Krajský úřad Jihomoravského kraje;38;33.33;50;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623366;Střelická bažinka;Triturus cristatus;1166;2022-04-16;2024-07-01;Krajský úřad Jihomoravského kraje;130;33.33;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623366;Střelická bažinka;Triturus cristatus;1166;2022-04-16;2024-07-01;Krajský úřad Jihomoravského kraje;10;NA;NA;hodnocení dílčích parametrů;zhoršený;zlepšující se;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623366;Střelická bažinka;Triturus cristatus;1166;2022-04-16;2024-07-01;Krajský úřad Jihomoravského kraje;131;3;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0723426;Střížovice;Bombina bombina;1188;2022-04-30;2024-06-22;Krajský úřad Zlínského kraje;27;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723426;Střížovice;Bombina bombina;1188;2022-04-30;2024-06-22;Krajský úřad Zlínského kraje;21;101;NA;volající samci;nehodnocen;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723426;Střížovice;Bombina bombina;1188;2022-04-30;2024-06-22;Krajský úřad Zlínského kraje;22;1000;NA;volající samci;nehodnocen;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723426;Střížovice;Bombina bombina;1188;2022-04-30;2024-06-22;Krajský úřad Zlínského kraje;80;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723426;Střížovice;Bombina bombina;1188;2022-04-30;2024-06-22;Krajský úřad Zlínského kraje;30;NA;100;% lokalit v dobrém stavu;neznámý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723426;Střížovice;Bombina bombina;1188;2022-04-30;2024-06-22;Krajský úřad Zlínského kraje;31;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723426;Střížovice;Bombina bombina;1188;2022-04-30;2024-06-22;Krajský úřad Zlínského kraje;32;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723426;Střížovice;Bombina bombina;1188;2022-04-30;2024-06-22;Krajský úřad Zlínského kraje;33;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723426;Střížovice;Bombina bombina;1188;2022-04-30;2024-06-22;Krajský úřad Zlínského kraje;34;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723426;Střížovice;Bombina bombina;1188;2022-04-30;2024-06-22;Krajský úřad Zlínského kraje;36;0;100;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723426;Střížovice;Bombina bombina;1188;2022-04-30;2024-06-22;Krajský úřad Zlínského kraje;37;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723426;Střížovice;Bombina bombina;1188;2022-04-30;2024-06-22;Krajský úřad Zlínského kraje;38;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723426;Střížovice;Bombina bombina;1188;2022-04-30;2024-06-22;Krajský úřad Zlínského kraje;130;100;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723426;Střížovice;Bombina bombina;1188;2022-04-30;2024-06-22;Krajský úřad Zlínského kraje;131;1;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0723426;Střížovice;Bombina bombina;1188;2022-04-30;2024-06-22;Krajský úřad Zlínského kraje;10;NA;NA;hodnocení dílčích parametrů;dobrý;setrvalý;2025-07-28;RP SCHKO Bílé Karpaty;NA;19269
Druh;CZ0813472;Suchá Rudná - zlatý lom;Triturus cristatus;1166;2022-05-11;2024-05-23;AOPK ČR - RP Olomoucko;27;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0813472;Suchá Rudná - zlatý lom;Triturus cristatus;1166;2022-05-11;2024-05-23;AOPK ČR - RP Olomoucko;21;12;NA;adulti;nehodnocen;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0813472;Suchá Rudná - zlatý lom;Triturus cristatus;1166;2022-05-11;2024-05-23;AOPK ČR - RP Olomoucko;22;60;NA;adulti;nehodnocen;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0813472;Suchá Rudná - zlatý lom;Triturus cristatus;1166;2022-05-11;2024-05-23;AOPK ČR - RP Olomoucko;80;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0813472;Suchá Rudná - zlatý lom;Triturus cristatus;1166;2022-05-11;2024-05-23;AOPK ČR - RP Olomoucko;30;0;50;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0813472;Suchá Rudná - zlatý lom;Triturus cristatus;1166;2022-05-11;2024-05-23;AOPK ČR - RP Olomoucko;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0813472;Suchá Rudná - zlatý lom;Triturus cristatus;1166;2022-05-11;2024-05-23;AOPK ČR - RP Olomoucko;32;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0813472;Suchá Rudná - zlatý lom;Triturus cristatus;1166;2022-05-11;2024-05-23;AOPK ČR - RP Olomoucko;33;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0813472;Suchá Rudná - zlatý lom;Triturus cristatus;1166;2022-05-11;2024-05-23;AOPK ČR - RP Olomoucko;34;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0813472;Suchá Rudná - zlatý lom;Triturus cristatus;1166;2022-05-11;2024-05-23;AOPK ČR - RP Olomoucko;35;50;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0813472;Suchá Rudná - zlatý lom;Triturus cristatus;1166;2022-05-11;2024-05-23;AOPK ČR - RP Olomoucko;36;50;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0813472;Suchá Rudná - zlatý lom;Triturus cristatus;1166;2022-05-11;2024-05-23;AOPK ČR - RP Olomoucko;38;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0813472;Suchá Rudná - zlatý lom;Triturus cristatus;1166;2022-05-11;2024-05-23;AOPK ČR - RP Olomoucko;130;75;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0813472;Suchá Rudná - zlatý lom;Triturus cristatus;1166;2022-05-11;2024-05-23;AOPK ČR - RP Olomoucko;10;NA;NA;hodnocení dílčích parametrů;špatný;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0813472;Suchá Rudná - zlatý lom;Triturus cristatus;1166;2022-05-11;2024-05-23;AOPK ČR - RP Olomoucko;131;2;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-07-28;RP Olomoucko;NA;19269
Druh;CZ0623027;Šumické rybníky;Bombina bombina;1188;2022-05-17;2024-07-20;Krajský úřad Jihomoravského kraje;27;0;50;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623027;Šumické rybníky;Bombina bombina;1188;2022-05-17;2024-07-20;Krajský úřad Jihomoravského kraje;21;0;NA;volající samci;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623027;Šumické rybníky;Bombina bombina;1188;2022-05-17;2024-07-20;Krajský úřad Jihomoravského kraje;22;0;NA;volající samci;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623027;Šumické rybníky;Bombina bombina;1188;2022-05-17;2024-07-20;Krajský úřad Jihomoravského kraje;80;NA;50;% lokalit v dobrém stavu;neznámý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623027;Šumické rybníky;Bombina bombina;1188;2022-05-17;2024-07-20;Krajský úřad Jihomoravského kraje;30;NA;50;% lokalit v dobrém stavu;neznámý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623027;Šumické rybníky;Bombina bombina;1188;2022-05-17;2024-07-20;Krajský úřad Jihomoravského kraje;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623027;Šumické rybníky;Bombina bombina;1188;2022-05-17;2024-07-20;Krajský úřad Jihomoravského kraje;32;25;50;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623027;Šumické rybníky;Bombina bombina;1188;2022-05-17;2024-07-20;Krajský úřad Jihomoravského kraje;33;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623027;Šumické rybníky;Bombina bombina;1188;2022-05-17;2024-07-20;Krajský úřad Jihomoravského kraje;34;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623027;Šumické rybníky;Bombina bombina;1188;2022-05-17;2024-07-20;Krajský úřad Jihomoravského kraje;36;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623027;Šumické rybníky;Bombina bombina;1188;2022-05-17;2024-07-20;Krajský úřad Jihomoravského kraje;37;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623027;Šumické rybníky;Bombina bombina;1188;2022-05-17;2024-07-20;Krajský úřad Jihomoravského kraje;38;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623027;Šumické rybníky;Bombina bombina;1188;2022-05-17;2024-07-20;Krajský úřad Jihomoravského kraje;130;0;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623027;Šumické rybníky;Bombina bombina;1188;2022-05-17;2024-07-20;Krajský úřad Jihomoravského kraje;131;4;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623027;Šumické rybníky;Bombina bombina;1188;2022-05-17;2024-07-20;Krajský úřad Jihomoravského kraje;10;NA;NA;hodnocení dílčích parametrů;špatný;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623011;Tasovický lom;Triturus carnifex;1167;2022-05-18;2024-08-01;Krajský úřad Jihomoravského kraje;27;0;100;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623011;Tasovický lom;Triturus carnifex;1167;2022-05-18;2024-08-01;Krajský úřad Jihomoravského kraje;21;0;NA;adulti;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623011;Tasovický lom;Triturus carnifex;1167;2022-05-18;2024-08-01;Krajský úřad Jihomoravského kraje;22;0;NA;adulti;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623011;Tasovický lom;Triturus carnifex;1167;2022-05-18;2024-08-01;Krajský úřad Jihomoravského kraje;80;NA;100;% lokalit v dobrém stavu;neznámý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623011;Tasovický lom;Triturus carnifex;1167;2022-05-18;2024-08-01;Krajský úřad Jihomoravského kraje;30;0;100;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623011;Tasovický lom;Triturus carnifex;1167;2022-05-18;2024-08-01;Krajský úřad Jihomoravského kraje;31;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623011;Tasovický lom;Triturus carnifex;1167;2022-05-18;2024-08-01;Krajský úřad Jihomoravského kraje;32;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623011;Tasovický lom;Triturus carnifex;1167;2022-05-18;2024-08-01;Krajský úřad Jihomoravského kraje;33;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623011;Tasovický lom;Triturus carnifex;1167;2022-05-18;2024-08-01;Krajský úřad Jihomoravského kraje;34;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623011;Tasovický lom;Triturus carnifex;1167;2022-05-18;2024-08-01;Krajský úřad Jihomoravského kraje;35;0;100;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623011;Tasovický lom;Triturus carnifex;1167;2022-05-18;2024-08-01;Krajský úřad Jihomoravského kraje;36;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623011;Tasovický lom;Triturus carnifex;1167;2022-05-18;2024-08-01;Krajský úřad Jihomoravského kraje;38;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623011;Tasovický lom;Triturus carnifex;1167;2022-05-18;2024-08-01;Krajský úřad Jihomoravského kraje;130;0;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623011;Tasovický lom;Triturus carnifex;1167;2022-05-18;2024-08-01;Krajský úřad Jihomoravského kraje;10;NA;NA;hodnocení dílčích parametrů;špatný;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623011;Tasovický lom;Triturus carnifex;1167;2022-05-18;2024-08-01;Krajský úřad Jihomoravského kraje;131;1;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623046;Trávní dvůr;Bombina bombina;1188;2022-06-01;2024-08-18;Krajský úřad Jihomoravského kraje;27;88.89;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623046;Trávní dvůr;Bombina bombina;1188;2022-06-01;2024-08-18;Krajský úřad Jihomoravského kraje;21;287;NA;volající samci;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623046;Trávní dvůr;Bombina bombina;1188;2022-06-01;2024-08-18;Krajský úřad Jihomoravského kraje;22;2260;NA;volající samci;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623046;Trávní dvůr;Bombina bombina;1188;2022-06-01;2024-08-18;Krajský úřad Jihomoravského kraje;80;88.89;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623046;Trávní dvůr;Bombina bombina;1188;2022-06-01;2024-08-18;Krajský úřad Jihomoravského kraje;30;NA;50;% lokalit v dobrém stavu;neznámý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623046;Trávní dvůr;Bombina bombina;1188;2022-06-01;2024-08-18;Krajský úřad Jihomoravského kraje;31;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623046;Trávní dvůr;Bombina bombina;1188;2022-06-01;2024-08-18;Krajský úřad Jihomoravského kraje;32;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623046;Trávní dvůr;Bombina bombina;1188;2022-06-01;2024-08-18;Krajský úřad Jihomoravského kraje;33;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623046;Trávní dvůr;Bombina bombina;1188;2022-06-01;2024-08-18;Krajský úřad Jihomoravského kraje;34;77.78;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623046;Trávní dvůr;Bombina bombina;1188;2022-06-01;2024-08-18;Krajský úřad Jihomoravského kraje;36;44.44;50;% lokalit v dobrém stavu;špatný;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623046;Trávní dvůr;Bombina bombina;1188;2022-06-01;2024-08-18;Krajský úřad Jihomoravského kraje;37;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623046;Trávní dvůr;Bombina bombina;1188;2022-06-01;2024-08-18;Krajský úřad Jihomoravského kraje;38;100;50;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623046;Trávní dvůr;Bombina bombina;1188;2022-06-01;2024-08-18;Krajský úřad Jihomoravského kraje;130;88.89;NA;% lokalit v dobrém stavu;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623046;Trávní dvůr;Bombina bombina;1188;2022-06-01;2024-08-18;Krajský úřad Jihomoravského kraje;131;9;NA;počet dílčích lokalit;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623046;Trávní dvůr;Bombina bombina;1188;2022-06-01;2024-08-18;Krajský úřad Jihomoravského kraje;10;NA;NA;hodnocení dílčích parametrů;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623367;U Huberta;Triturus cristatus;1166;2023-05-03;2024-08-22;Krajský úřad Jihomoravského kraje;27;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623367;U Huberta;Triturus cristatus;1166;2023-05-03;2024-08-22;Krajský úřad Jihomoravského kraje;21;1;NA;adulti;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623367;U Huberta;Triturus cristatus;1166;2023-05-03;2024-08-22;Krajský úřad Jihomoravského kraje;22;10;NA;adulti;nehodnocen;neznámý;2025-07-28;RP Jižní Morava;NA;19269
Druh;CZ0623367;U Huberta;Triturus cristatus;1166;2023-05-03;2024-08-22;Krajský úřad Jihomoravského kraje;80;100;100;% lokalit v dobrém stavu;dobrý;neznámý;2025-07-28;RP Jižní Morava;NA;19269
